ResponseId,Q1002,Q12,qname,dollars,priority,priority_other
R_8BTQgXWOkhRl3kl,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_2,35,Causal inference,NA
R_8BTQgXWOkhRl3kl,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_3,5,Improve chattr,NA
R_8BTQgXWOkhRl3kl,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_4,15,Cost-sensitive learning,NA
R_8BTQgXWOkhRl3kl,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_5,5,Stacking ensembles,NA
R_8BTQgXWOkhRl3kl,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_6,10,Spatial machine learning ,NA
R_8BTQgXWOkhRl3kl,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_10,20,Ordinal regression,NA
R_8BTQgXWOkhRl3kl,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_6yuaYNhU9Ib3VhD,I have used tidymodels packages a few times,I work in industry,Q5_1,10,Sparse tibbles,tidymodels educational materials
R_6yuaYNhU9Ib3VhD,I have used tidymodels packages a few times,I work in industry,Q5_2,15,Causal inference,tidymodels educational materials
R_6yuaYNhU9Ib3VhD,I have used tidymodels packages a few times,I work in industry,Q5_3,10,Improve chattr,tidymodels educational materials
R_6yuaYNhU9Ib3VhD,I have used tidymodels packages a few times,I work in industry,Q5_4,10,Cost-sensitive learning,tidymodels educational materials
R_6yuaYNhU9Ib3VhD,I have used tidymodels packages a few times,I work in industry,Q5_5,10,Stacking ensembles,tidymodels educational materials
R_6yuaYNhU9Ib3VhD,I have used tidymodels packages a few times,I work in industry,Q5_6,10,Spatial machine learning ,tidymodels educational materials
R_6yuaYNhU9Ib3VhD,I have used tidymodels packages a few times,I work in industry,Q5_10,15,Ordinal regression,tidymodels educational materials
R_6yuaYNhU9Ib3VhD,I have used tidymodels packages a few times,I work in industry,Q5_12,20,Other,tidymodels educational materials
R_11v9nuQZSkxWPWQ,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_1,0,Sparse tibbles,NA
R_11v9nuQZSkxWPWQ,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_2,0,Causal inference,NA
R_11v9nuQZSkxWPWQ,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_3,10,Improve chattr,NA
R_11v9nuQZSkxWPWQ,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_4,0,Cost-sensitive learning,NA
R_11v9nuQZSkxWPWQ,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_5,0,Stacking ensembles,NA
R_11v9nuQZSkxWPWQ,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_6,90,Spatial machine learning ,NA
R_11v9nuQZSkxWPWQ,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_10,0,Ordinal regression,NA
R_11v9nuQZSkxWPWQ,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_2kF2dzjN8uSxgBP,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_1,0,Sparse tibbles,Bayesian inference
R_2kF2dzjN8uSxgBP,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_2,0,Causal inference,Bayesian inference
R_2kF2dzjN8uSxgBP,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_3,0,Improve chattr,Bayesian inference
R_2kF2dzjN8uSxgBP,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_4,0,Cost-sensitive learning,Bayesian inference
R_2kF2dzjN8uSxgBP,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_5,0,Stacking ensembles,Bayesian inference
R_2kF2dzjN8uSxgBP,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_6,0,Spatial machine learning ,Bayesian inference
R_2kF2dzjN8uSxgBP,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_10,0,Ordinal regression,Bayesian inference
R_2kF2dzjN8uSxgBP,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_12,100,Other,Bayesian inference
R_6OGr3o5Cb9NXbv4,I have used tidymodels packages many times,I work in industry,Q5_1,15,Sparse tibbles,NA
R_6OGr3o5Cb9NXbv4,I have used tidymodels packages many times,I work in industry,Q5_2,0,Causal inference,NA
R_6OGr3o5Cb9NXbv4,I have used tidymodels packages many times,I work in industry,Q5_3,0,Improve chattr,NA
R_6OGr3o5Cb9NXbv4,I have used tidymodels packages many times,I work in industry,Q5_4,25,Cost-sensitive learning,NA
R_6OGr3o5Cb9NXbv4,I have used tidymodels packages many times,I work in industry,Q5_5,25,Stacking ensembles,NA
R_6OGr3o5Cb9NXbv4,I have used tidymodels packages many times,I work in industry,Q5_6,35,Spatial machine learning ,NA
R_6OGr3o5Cb9NXbv4,I have used tidymodels packages many times,I work in industry,Q5_10,0,Ordinal regression,NA
R_6OGr3o5Cb9NXbv4,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_62tVHihAj2N1h68,I have used tidymodels packages many times,I work in industry,Q5_1,15,Sparse tibbles,NA
R_62tVHihAj2N1h68,I have used tidymodels packages many times,I work in industry,Q5_2,25,Causal inference,NA
R_62tVHihAj2N1h68,I have used tidymodels packages many times,I work in industry,Q5_3,20,Improve chattr,NA
R_62tVHihAj2N1h68,I have used tidymodels packages many times,I work in industry,Q5_4,40,Cost-sensitive learning,NA
R_62tVHihAj2N1h68,I have used tidymodels packages many times,I work in industry,Q5_5,0,Stacking ensembles,NA
R_62tVHihAj2N1h68,I have used tidymodels packages many times,I work in industry,Q5_6,0,Spatial machine learning ,NA
R_62tVHihAj2N1h68,I have used tidymodels packages many times,I work in industry,Q5_10,0,Ordinal regression,NA
R_62tVHihAj2N1h68,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_2KusmX2ID9Ownlu,I have used tidymodels packages a few times,I am a student,Q5_1,0,Sparse tibbles,NA
R_2KusmX2ID9Ownlu,I have used tidymodels packages a few times,I am a student,Q5_2,50,Causal inference,NA
R_2KusmX2ID9Ownlu,I have used tidymodels packages a few times,I am a student,Q5_3,0,Improve chattr,NA
R_2KusmX2ID9Ownlu,I have used tidymodels packages a few times,I am a student,Q5_4,0,Cost-sensitive learning,NA
R_2KusmX2ID9Ownlu,I have used tidymodels packages a few times,I am a student,Q5_5,0,Stacking ensembles,NA
R_2KusmX2ID9Ownlu,I have used tidymodels packages a few times,I am a student,Q5_6,0,Spatial machine learning ,NA
R_2KusmX2ID9Ownlu,I have used tidymodels packages a few times,I am a student,Q5_10,50,Ordinal regression,NA
R_2KusmX2ID9Ownlu,I have used tidymodels packages a few times,I am a student,Q5_12,0,Other,NA
R_3QK2bsPdArYhOGS,I have used tidymodels packages many times,I work in industry,Q5_1,0,Sparse tibbles,Sparklyr
R_3QK2bsPdArYhOGS,I have used tidymodels packages many times,I work in industry,Q5_2,30,Causal inference,Sparklyr
R_3QK2bsPdArYhOGS,I have used tidymodels packages many times,I work in industry,Q5_3,0,Improve chattr,Sparklyr
R_3QK2bsPdArYhOGS,I have used tidymodels packages many times,I work in industry,Q5_4,20,Cost-sensitive learning,Sparklyr
R_3QK2bsPdArYhOGS,I have used tidymodels packages many times,I work in industry,Q5_5,0,Stacking ensembles,Sparklyr
R_3QK2bsPdArYhOGS,I have used tidymodels packages many times,I work in industry,Q5_6,0,Spatial machine learning ,Sparklyr
R_3QK2bsPdArYhOGS,I have used tidymodels packages many times,I work in industry,Q5_10,15,Ordinal regression,Sparklyr
R_3QK2bsPdArYhOGS,I have used tidymodels packages many times,I work in industry,Q5_12,35,Other,Sparklyr
R_1ffo6TAMkICqPFi,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_1,0,Sparse tibbles,NA
R_1ffo6TAMkICqPFi,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_2,35,Causal inference,NA
R_1ffo6TAMkICqPFi,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_3,0,Improve chattr,NA
R_1ffo6TAMkICqPFi,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_4,0,Cost-sensitive learning,NA
R_1ffo6TAMkICqPFi,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_5,30,Stacking ensembles,NA
R_1ffo6TAMkICqPFi,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_6,0,Spatial machine learning ,NA
R_1ffo6TAMkICqPFi,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_10,35,Ordinal regression,NA
R_1ffo6TAMkICqPFi,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_12,0,Other,NA
R_1zdE9JJXiv0pWpP,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_1,0,Sparse tibbles,mixed effects random forest (MERF)
R_1zdE9JJXiv0pWpP,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_2,10,Causal inference,mixed effects random forest (MERF)
R_1zdE9JJXiv0pWpP,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_3,50,Improve chattr,mixed effects random forest (MERF)
R_1zdE9JJXiv0pWpP,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_4,0,Cost-sensitive learning,mixed effects random forest (MERF)
R_1zdE9JJXiv0pWpP,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_5,0,Stacking ensembles,mixed effects random forest (MERF)
R_1zdE9JJXiv0pWpP,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_6,0,Spatial machine learning ,mixed effects random forest (MERF)
R_1zdE9JJXiv0pWpP,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_10,10,Ordinal regression,mixed effects random forest (MERF)
R_1zdE9JJXiv0pWpP,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_12,30,Other,mixed effects random forest (MERF)
R_408CZjRjQZAvlel,I have used tidymodels packages many times,I work in industry,Q5_1,20,Sparse tibbles,NA
R_408CZjRjQZAvlel,I have used tidymodels packages many times,I work in industry,Q5_2,5,Causal inference,NA
R_408CZjRjQZAvlel,I have used tidymodels packages many times,I work in industry,Q5_3,20,Improve chattr,NA
R_408CZjRjQZAvlel,I have used tidymodels packages many times,I work in industry,Q5_4,10,Cost-sensitive learning,NA
R_408CZjRjQZAvlel,I have used tidymodels packages many times,I work in industry,Q5_5,20,Stacking ensembles,NA
R_408CZjRjQZAvlel,I have used tidymodels packages many times,I work in industry,Q5_6,10,Spatial machine learning ,NA
R_408CZjRjQZAvlel,I have used tidymodels packages many times,I work in industry,Q5_10,15,Ordinal regression,NA
R_408CZjRjQZAvlel,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_2qwldAsTBhR0479,I have used tidymodels packages a few times,I work in industry,Q5_1,0,Sparse tibbles,"Forecasting (gluonts, deepar, nbeats): I am not a fan of modeltime package. Facilitate forecasting with tree based models (rf, xgboost, catboost, lightgbm). Think of this as the expansion of fpp3 lib."
R_2qwldAsTBhR0479,I have used tidymodels packages a few times,I work in industry,Q5_2,20,Causal inference,"Forecasting (gluonts, deepar, nbeats): I am not a fan of modeltime package. Facilitate forecasting with tree based models (rf, xgboost, catboost, lightgbm). Think of this as the expansion of fpp3 lib."
R_2qwldAsTBhR0479,I have used tidymodels packages a few times,I work in industry,Q5_3,0,Improve chattr,"Forecasting (gluonts, deepar, nbeats): I am not a fan of modeltime package. Facilitate forecasting with tree based models (rf, xgboost, catboost, lightgbm). Think of this as the expansion of fpp3 lib."
R_2qwldAsTBhR0479,I have used tidymodels packages a few times,I work in industry,Q5_4,0,Cost-sensitive learning,"Forecasting (gluonts, deepar, nbeats): I am not a fan of modeltime package. Facilitate forecasting with tree based models (rf, xgboost, catboost, lightgbm). Think of this as the expansion of fpp3 lib."
R_2qwldAsTBhR0479,I have used tidymodels packages a few times,I work in industry,Q5_5,10,Stacking ensembles,"Forecasting (gluonts, deepar, nbeats): I am not a fan of modeltime package. Facilitate forecasting with tree based models (rf, xgboost, catboost, lightgbm). Think of this as the expansion of fpp3 lib."
R_2qwldAsTBhR0479,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Spatial machine learning ,"Forecasting (gluonts, deepar, nbeats): I am not a fan of modeltime package. Facilitate forecasting with tree based models (rf, xgboost, catboost, lightgbm). Think of this as the expansion of fpp3 lib."
R_2qwldAsTBhR0479,I have used tidymodels packages a few times,I work in industry,Q5_10,10,Ordinal regression,"Forecasting (gluonts, deepar, nbeats): I am not a fan of modeltime package. Facilitate forecasting with tree based models (rf, xgboost, catboost, lightgbm). Think of this as the expansion of fpp3 lib."
R_2qwldAsTBhR0479,I have used tidymodels packages a few times,I work in industry,Q5_12,60,Other,"Forecasting (gluonts, deepar, nbeats): I am not a fan of modeltime package. Facilitate forecasting with tree based models (rf, xgboost, catboost, lightgbm). Think of this as the expansion of fpp3 lib."
R_7AEfIDJu5gs2fxd,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_1,0,Sparse tibbles,NA
R_7AEfIDJu5gs2fxd,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_2,25,Causal inference,NA
R_7AEfIDJu5gs2fxd,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_3,0,Improve chattr,NA
R_7AEfIDJu5gs2fxd,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_4,0,Cost-sensitive learning,NA
R_7AEfIDJu5gs2fxd,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_5,50,Stacking ensembles,NA
R_7AEfIDJu5gs2fxd,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_6,0,Spatial machine learning ,NA
R_7AEfIDJu5gs2fxd,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_10,25,Ordinal regression,NA
R_7AEfIDJu5gs2fxd,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_12,0,Other,NA
R_7rNyFKZFwGNYTKh,I have used tidymodels packages many times,I work in industry,Q5_1,0,Sparse tibbles,NA
R_7rNyFKZFwGNYTKh,I have used tidymodels packages many times,I work in industry,Q5_2,45,Causal inference,NA
R_7rNyFKZFwGNYTKh,I have used tidymodels packages many times,I work in industry,Q5_3,0,Improve chattr,NA
R_7rNyFKZFwGNYTKh,I have used tidymodels packages many times,I work in industry,Q5_4,0,Cost-sensitive learning,NA
R_7rNyFKZFwGNYTKh,I have used tidymodels packages many times,I work in industry,Q5_5,20,Stacking ensembles,NA
R_7rNyFKZFwGNYTKh,I have used tidymodels packages many times,I work in industry,Q5_6,0,Spatial machine learning ,NA
R_7rNyFKZFwGNYTKh,I have used tidymodels packages many times,I work in industry,Q5_10,35,Ordinal regression,NA
R_7rNyFKZFwGNYTKh,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_1VC5Pjnjj4n5Llj,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_1,5,Sparse tibbles,NA
R_1VC5Pjnjj4n5Llj,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_2,15,Causal inference,NA
R_1VC5Pjnjj4n5Llj,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_3,0,Improve chattr,NA
R_1VC5Pjnjj4n5Llj,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_4,0,Cost-sensitive learning,NA
R_1VC5Pjnjj4n5Llj,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_5,0,Stacking ensembles,NA
R_1VC5Pjnjj4n5Llj,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_6,80,Spatial machine learning ,NA
R_1VC5Pjnjj4n5Llj,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_10,0,Ordinal regression,NA
R_1VC5Pjnjj4n5Llj,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_754J8eHsgPYpvLb,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_1,0,Sparse tibbles,NA
R_754J8eHsgPYpvLb,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_2,40,Causal inference,NA
R_754J8eHsgPYpvLb,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_3,0,Improve chattr,NA
R_754J8eHsgPYpvLb,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_4,5,Cost-sensitive learning,NA
R_754J8eHsgPYpvLb,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_5,25,Stacking ensembles,NA
R_754J8eHsgPYpvLb,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_6,5,Spatial machine learning ,NA
R_754J8eHsgPYpvLb,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_10,25,Ordinal regression,NA
R_754J8eHsgPYpvLb,I have never used tidymodels,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_7b4vwZPnaoXseuR,I have used tidymodels packages many times,I work in industry,Q5_1,35,Sparse tibbles,NA
R_7b4vwZPnaoXseuR,I have used tidymodels packages many times,I work in industry,Q5_2,15,Causal inference,NA
R_7b4vwZPnaoXseuR,I have used tidymodels packages many times,I work in industry,Q5_3,15,Improve chattr,NA
R_7b4vwZPnaoXseuR,I have used tidymodels packages many times,I work in industry,Q5_4,0,Cost-sensitive learning,NA
R_7b4vwZPnaoXseuR,I have used tidymodels packages many times,I work in industry,Q5_5,0,Stacking ensembles,NA
R_7b4vwZPnaoXseuR,I have used tidymodels packages many times,I work in industry,Q5_6,0,Spatial machine learning ,NA
R_7b4vwZPnaoXseuR,I have used tidymodels packages many times,I work in industry,Q5_10,35,Ordinal regression,NA
R_7b4vwZPnaoXseuR,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_6p00rJuUeoZYC1X,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_1,15,Sparse tibbles,NA
R_6p00rJuUeoZYC1X,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_2,10,Causal inference,NA
R_6p00rJuUeoZYC1X,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_3,0,Improve chattr,NA
R_6p00rJuUeoZYC1X,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_4,20,Cost-sensitive learning,NA
R_6p00rJuUeoZYC1X,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_5,15,Stacking ensembles,NA
R_6p00rJuUeoZYC1X,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_6,0,Spatial machine learning ,NA
R_6p00rJuUeoZYC1X,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_10,40,Ordinal regression,NA
R_6p00rJuUeoZYC1X,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_12,0,Other,NA
R_5xUgFAQtqKaSNax,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_1,5,Sparse tibbles,Compositional Data Analysis
R_5xUgFAQtqKaSNax,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_2,35,Causal inference,Compositional Data Analysis
R_5xUgFAQtqKaSNax,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_3,0,Improve chattr,Compositional Data Analysis
R_5xUgFAQtqKaSNax,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_4,2,Cost-sensitive learning,Compositional Data Analysis
R_5xUgFAQtqKaSNax,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_5,3,Stacking ensembles,Compositional Data Analysis
R_5xUgFAQtqKaSNax,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_6,10,Spatial machine learning ,Compositional Data Analysis
R_5xUgFAQtqKaSNax,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_10,30,Ordinal regression,Compositional Data Analysis
R_5xUgFAQtqKaSNax,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_12,15,Other,Compositional Data Analysis
R_4EjvjabdUcnQJsB,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_1,20,Sparse tibbles,NA
R_4EjvjabdUcnQJsB,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_2,20,Causal inference,NA
R_4EjvjabdUcnQJsB,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_3,0,Improve chattr,NA
R_4EjvjabdUcnQJsB,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_4,0,Cost-sensitive learning,NA
R_4EjvjabdUcnQJsB,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_5,20,Stacking ensembles,NA
R_4EjvjabdUcnQJsB,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_6,20,Spatial machine learning ,NA
R_4EjvjabdUcnQJsB,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_10,20,Ordinal regression,NA
R_4EjvjabdUcnQJsB,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_12,0,Other,NA
R_7Y5FlEAGLCRVFuh,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_1,0,Sparse tibbles,NA
R_7Y5FlEAGLCRVFuh,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_2,40,Causal inference,NA
R_7Y5FlEAGLCRVFuh,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_3,40,Improve chattr,NA
R_7Y5FlEAGLCRVFuh,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_4,20,Cost-sensitive learning,NA
R_7Y5FlEAGLCRVFuh,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_5,0,Stacking ensembles,NA
R_7Y5FlEAGLCRVFuh,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_6,0,Spatial machine learning ,NA
R_7Y5FlEAGLCRVFuh,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_10,0,Ordinal regression,NA
R_7Y5FlEAGLCRVFuh,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_1fjBElR4duc8BHN,I have never used tidymodels,I work in industry,Q5_1,0,Sparse tibbles,NA
R_1fjBElR4duc8BHN,I have never used tidymodels,I work in industry,Q5_2,50,Causal inference,NA
R_1fjBElR4duc8BHN,I have never used tidymodels,I work in industry,Q5_3,0,Improve chattr,NA
R_1fjBElR4duc8BHN,I have never used tidymodels,I work in industry,Q5_4,50,Cost-sensitive learning,NA
R_1fjBElR4duc8BHN,I have never used tidymodels,I work in industry,Q5_5,0,Stacking ensembles,NA
R_1fjBElR4duc8BHN,I have never used tidymodels,I work in industry,Q5_6,0,Spatial machine learning ,NA
R_1fjBElR4duc8BHN,I have never used tidymodels,I work in industry,Q5_10,0,Ordinal regression,NA
R_1fjBElR4duc8BHN,I have never used tidymodels,I work in industry,Q5_12,0,Other,NA
R_5TRcnRfxiO8lRpV,I have used tidymodels packages many times,I work in industry,Q5_1,40,Sparse tibbles,NA
R_5TRcnRfxiO8lRpV,I have used tidymodels packages many times,I work in industry,Q5_2,20,Causal inference,NA
R_5TRcnRfxiO8lRpV,I have used tidymodels packages many times,I work in industry,Q5_3,40,Improve chattr,NA
R_5TRcnRfxiO8lRpV,I have used tidymodels packages many times,I work in industry,Q5_4,0,Cost-sensitive learning,NA
R_5TRcnRfxiO8lRpV,I have used tidymodels packages many times,I work in industry,Q5_5,0,Stacking ensembles,NA
R_5TRcnRfxiO8lRpV,I have used tidymodels packages many times,I work in industry,Q5_6,0,Spatial machine learning ,NA
R_5TRcnRfxiO8lRpV,I have used tidymodels packages many times,I work in industry,Q5_10,0,Ordinal regression,NA
R_5TRcnRfxiO8lRpV,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_5CZwrEhfg7tsGvX,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_1,0,Sparse tibbles,NA
R_5CZwrEhfg7tsGvX,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_2,25,Causal inference,NA
R_5CZwrEhfg7tsGvX,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_3,0,Improve chattr,NA
R_5CZwrEhfg7tsGvX,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_4,0,Cost-sensitive learning,NA
R_5CZwrEhfg7tsGvX,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_5,5,Stacking ensembles,NA
R_5CZwrEhfg7tsGvX,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_6,0,Spatial machine learning ,NA
R_5CZwrEhfg7tsGvX,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_10,70,Ordinal regression,NA
R_5CZwrEhfg7tsGvX,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_4SDpL6f4IGHo2mH,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_1,10,Sparse tibbles,NA
R_4SDpL6f4IGHo2mH,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_2,0,Causal inference,NA
R_4SDpL6f4IGHo2mH,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_3,10,Improve chattr,NA
R_4SDpL6f4IGHo2mH,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_4,80,Cost-sensitive learning,NA
R_4SDpL6f4IGHo2mH,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_5,0,Stacking ensembles,NA
R_4SDpL6f4IGHo2mH,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_6,0,Spatial machine learning ,NA
R_4SDpL6f4IGHo2mH,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_10,0,Ordinal regression,NA
R_4SDpL6f4IGHo2mH,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_63ZXISYmiPFBuRn,I have used tidymodels packages many times,I work in industry,Q5_1,10,Sparse tibbles,NA
R_63ZXISYmiPFBuRn,I have used tidymodels packages many times,I work in industry,Q5_2,60,Causal inference,NA
R_63ZXISYmiPFBuRn,I have used tidymodels packages many times,I work in industry,Q5_3,0,Improve chattr,NA
R_63ZXISYmiPFBuRn,I have used tidymodels packages many times,I work in industry,Q5_4,20,Cost-sensitive learning,NA
R_63ZXISYmiPFBuRn,I have used tidymodels packages many times,I work in industry,Q5_5,0,Stacking ensembles,NA
R_63ZXISYmiPFBuRn,I have used tidymodels packages many times,I work in industry,Q5_6,10,Spatial machine learning ,NA
R_63ZXISYmiPFBuRn,I have used tidymodels packages many times,I work in industry,Q5_10,0,Ordinal regression,NA
R_63ZXISYmiPFBuRn,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_85vznnXpzsIWpMw,I have used tidymodels packages a few times,I work in industry,Q5_1,30,Sparse tibbles,NA
R_85vznnXpzsIWpMw,I have used tidymodels packages a few times,I work in industry,Q5_2,0,Causal inference,NA
R_85vznnXpzsIWpMw,I have used tidymodels packages a few times,I work in industry,Q5_3,20,Improve chattr,NA
R_85vznnXpzsIWpMw,I have used tidymodels packages a few times,I work in industry,Q5_4,50,Cost-sensitive learning,NA
R_85vznnXpzsIWpMw,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Stacking ensembles,NA
