ResponseId,Q1002,Q12,qname,dollars,priority,priority_other
R_egR49ltaiyTw92x,I have used tidymodels packages many times,I work in industry,Q5_4,10,Probability threshold optimization,NA
R_egR49ltaiyTw92x,I have used tidymodels packages many times,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_egR49ltaiyTw92x,I have used tidymodels packages many times,I work in industry,Q5_6,0,Better serialization tools ,NA
R_egR49ltaiyTw92x,I have used tidymodels packages many times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_egR49ltaiyTw92x,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_vBH5uctUWiXJfQl,I have used tidymodels packages many times,I work in industry,Q5_1,0,Model fairness analysis and metrics,Better incorporation of survival models
R_vBH5uctUWiXJfQl,I have used tidymodels packages many times,I work in industry,Q5_2,20,Supervised feature selection,Better incorporation of survival models
R_vBH5uctUWiXJfQl,I have used tidymodels packages many times,I work in industry,Q5_3,20,Probability calibration (post modeling),Better incorporation of survival models
R_vBH5uctUWiXJfQl,I have used tidymodels packages many times,I work in industry,Q5_4,10,Probability threshold optimization,Better incorporation of survival models
R_vBH5uctUWiXJfQl,I have used tidymodels packages many times,I work in industry,Q5_5,0,Spatial analysis models and methods,Better incorporation of survival models
R_vBH5uctUWiXJfQl,I have used tidymodels packages many times,I work in industry,Q5_6,0,Better serialization tools ,Better incorporation of survival models
R_vBH5uctUWiXJfQl,I have used tidymodels packages many times,I work in industry,Q5_10,0,H2O.ai support ,Better incorporation of survival models
R_vBH5uctUWiXJfQl,I have used tidymodels packages many times,I work in industry,Q5_12,50,Other,Better incorporation of survival models
R_3Poga6ZEo5T4MSa,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_1,70,Model fairness analysis and metrics,NA
R_3Poga6ZEo5T4MSa,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_2,0,Supervised feature selection,NA
R_3Poga6ZEo5T4MSa,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_3,0,Probability calibration (post modeling),NA
R_3Poga6ZEo5T4MSa,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_4,0,Probability threshold optimization,NA
R_3Poga6ZEo5T4MSa,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_5,0,Spatial analysis models and methods,NA
R_3Poga6ZEo5T4MSa,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_6,30,Better serialization tools ,NA
R_3Poga6ZEo5T4MSa,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_10,0,H2O.ai support ,NA
R_3Poga6ZEo5T4MSa,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_5sxcDLl4pd7iyqt,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_1,5,Model fairness analysis and metrics,Model interpretability
R_5sxcDLl4pd7iyqt,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_2,5,Supervised feature selection,Model interpretability
R_5sxcDLl4pd7iyqt,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_3,5,Probability calibration (post modeling),Model interpretability
R_5sxcDLl4pd7iyqt,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_4,0,Probability threshold optimization,Model interpretability
R_5sxcDLl4pd7iyqt,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_5,30,Spatial analysis models and methods,Model interpretability
R_5sxcDLl4pd7iyqt,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_6,0,Better serialization tools ,Model interpretability
R_5sxcDLl4pd7iyqt,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_10,30,H2O.ai support ,Model interpretability
R_5sxcDLl4pd7iyqt,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_12,25,Other,Model interpretability
R_2c2A4mS2N1wZhxR,I have used tidymodels packages a few times,I work in industry,Q5_1,25,Model fairness analysis and metrics,NA
R_2c2A4mS2N1wZhxR,I have used tidymodels packages a few times,I work in industry,Q5_2,15,Supervised feature selection,NA
R_2c2A4mS2N1wZhxR,I have used tidymodels packages a few times,I work in industry,Q5_3,10,Probability calibration (post modeling),NA
R_2c2A4mS2N1wZhxR,I have used tidymodels packages a few times,I work in industry,Q5_4,15,Probability threshold optimization,NA
R_2c2A4mS2N1wZhxR,I have used tidymodels packages a few times,I work in industry,Q5_5,15,Spatial analysis models and methods,NA
R_2c2A4mS2N1wZhxR,I have used tidymodels packages a few times,I work in industry,Q5_6,20,Better serialization tools ,NA
R_2c2A4mS2N1wZhxR,I have used tidymodels packages a few times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_2c2A4mS2N1wZhxR,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_3MtYtNkuKRV52ck,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_1,40,Model fairness analysis and metrics,NA
R_3MtYtNkuKRV52ck,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_2,0,Supervised feature selection,NA
R_3MtYtNkuKRV52ck,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_3,10,Probability calibration (post modeling),NA
R_3MtYtNkuKRV52ck,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_4,20,Probability threshold optimization,NA
R_3MtYtNkuKRV52ck,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_3MtYtNkuKRV52ck,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_6,20,Better serialization tools ,NA
R_3MtYtNkuKRV52ck,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_10,10,H2O.ai support ,NA
R_3MtYtNkuKRV52ck,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_12,0,Other,NA
R_QiviDmRWwAaHx4J,I have used tidymodels packages many times,I am a student,Q5_1,50,Model fairness analysis and metrics,NA
R_QiviDmRWwAaHx4J,I have used tidymodels packages many times,I am a student,Q5_2,0,Supervised feature selection,NA
R_QiviDmRWwAaHx4J,I have used tidymodels packages many times,I am a student,Q5_3,0,Probability calibration (post modeling),NA
R_QiviDmRWwAaHx4J,I have used tidymodels packages many times,I am a student,Q5_4,25,Probability threshold optimization,NA
R_QiviDmRWwAaHx4J,I have used tidymodels packages many times,I am a student,Q5_5,0,Spatial analysis models and methods,NA
R_QiviDmRWwAaHx4J,I have used tidymodels packages many times,I am a student,Q5_6,25,Better serialization tools ,NA
R_QiviDmRWwAaHx4J,I have used tidymodels packages many times,I am a student,Q5_10,0,H2O.ai support ,NA
R_QiviDmRWwAaHx4J,I have used tidymodels packages many times,I am a student,Q5_12,0,Other,NA
R_3qlF7Dy81XPleav,I have used tidymodels packages many times,I work in industry,Q5_1,10,Model fairness analysis and metrics,NA
R_3qlF7Dy81XPleav,I have used tidymodels packages many times,I work in industry,Q5_2,10,Supervised feature selection,NA
R_3qlF7Dy81XPleav,I have used tidymodels packages many times,I work in industry,Q5_3,40,Probability calibration (post modeling),NA
R_3qlF7Dy81XPleav,I have used tidymodels packages many times,I work in industry,Q5_4,0,Probability threshold optimization,NA
R_3qlF7Dy81XPleav,I have used tidymodels packages many times,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_3qlF7Dy81XPleav,I have used tidymodels packages many times,I work in industry,Q5_6,10,Better serialization tools ,NA
R_3qlF7Dy81XPleav,I have used tidymodels packages many times,I work in industry,Q5_10,30,H2O.ai support ,NA
R_3qlF7Dy81XPleav,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_3qe3RotoZssGdIe,I have used tidymodels packages a few times,I work in industry,Q5_1,0,Model fairness analysis and metrics,NA
R_3qe3RotoZssGdIe,I have used tidymodels packages a few times,I work in industry,Q5_2,30,Supervised feature selection,NA
R_3qe3RotoZssGdIe,I have used tidymodels packages a few times,I work in industry,Q5_3,30,Probability calibration (post modeling),NA
R_3qe3RotoZssGdIe,I have used tidymodels packages a few times,I work in industry,Q5_4,0,Probability threshold optimization,NA
R_3qe3RotoZssGdIe,I have used tidymodels packages a few times,I work in industry,Q5_5,40,Spatial analysis models and methods,NA
R_3qe3RotoZssGdIe,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Better serialization tools ,NA
R_3qe3RotoZssGdIe,I have used tidymodels packages a few times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_3qe3RotoZssGdIe,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_2dYZiEaJynuQ4Eb,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_1,0,Model fairness analysis and metrics,State of the Art documentation
R_2dYZiEaJynuQ4Eb,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_2,0,Supervised feature selection,State of the Art documentation
R_2dYZiEaJynuQ4Eb,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_3,0,Probability calibration (post modeling),State of the Art documentation
R_2dYZiEaJynuQ4Eb,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_4,0,Probability threshold optimization,State of the Art documentation
R_2dYZiEaJynuQ4Eb,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_5,0,Spatial analysis models and methods,State of the Art documentation
R_2dYZiEaJynuQ4Eb,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_6,0,Better serialization tools ,State of the Art documentation
R_2dYZiEaJynuQ4Eb,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_10,0,H2O.ai support ,State of the Art documentation
R_2dYZiEaJynuQ4Eb,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_12,100,Other,State of the Art documentation
R_1l4eO7kNW0xCt9k,I have used tidymodels packages a few times,I work in industry,Q5_1,10,Model fairness analysis and metrics,NA
R_1l4eO7kNW0xCt9k,I have used tidymodels packages a few times,I work in industry,Q5_2,10,Supervised feature selection,NA
R_1l4eO7kNW0xCt9k,I have used tidymodels packages a few times,I work in industry,Q5_3,15,Probability calibration (post modeling),NA
R_1l4eO7kNW0xCt9k,I have used tidymodels packages a few times,I work in industry,Q5_4,40,Probability threshold optimization,NA
R_1l4eO7kNW0xCt9k,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_1l4eO7kNW0xCt9k,I have used tidymodels packages a few times,I work in industry,Q5_6,5,Better serialization tools ,NA
R_1l4eO7kNW0xCt9k,I have used tidymodels packages a few times,I work in industry,Q5_10,20,H2O.ai support ,NA
R_1l4eO7kNW0xCt9k,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_AgHaWZY3VFMV769,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_1,20,Model fairness analysis and metrics,Improve butcher
R_AgHaWZY3VFMV769,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_2,0,Supervised feature selection,Improve butcher
R_AgHaWZY3VFMV769,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_3,0,Probability calibration (post modeling),Improve butcher
R_AgHaWZY3VFMV769,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_4,0,Probability threshold optimization,Improve butcher
R_AgHaWZY3VFMV769,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_5,0,Spatial analysis models and methods,Improve butcher
R_AgHaWZY3VFMV769,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_6,50,Better serialization tools ,Improve butcher
R_AgHaWZY3VFMV769,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_10,10,H2O.ai support ,Improve butcher
R_AgHaWZY3VFMV769,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_12,20,Other,Improve butcher
R_265vPY3KZ9A4kh9,I have used tidymodels packages many times,I am a hobbyist,Q5_1,10,Model fairness analysis and metrics,NA
R_265vPY3KZ9A4kh9,I have used tidymodels packages many times,I am a hobbyist,Q5_2,20,Supervised feature selection,NA
R_265vPY3KZ9A4kh9,I have used tidymodels packages many times,I am a hobbyist,Q5_3,20,Probability calibration (post modeling),NA
R_265vPY3KZ9A4kh9,I have used tidymodels packages many times,I am a hobbyist,Q5_4,0,Probability threshold optimization,NA
R_265vPY3KZ9A4kh9,I have used tidymodels packages many times,I am a hobbyist,Q5_5,0,Spatial analysis models and methods,NA
R_265vPY3KZ9A4kh9,I have used tidymodels packages many times,I am a hobbyist,Q5_6,40,Better serialization tools ,NA
R_265vPY3KZ9A4kh9,I have used tidymodels packages many times,I am a hobbyist,Q5_10,10,H2O.ai support ,NA
R_265vPY3KZ9A4kh9,I have used tidymodels packages many times,I am a hobbyist,Q5_12,0,Other,NA
R_vDLYNL7FgqfdPVf,I have used tidymodels packages many times,I work in industry,Q5_1,10,Model fairness analysis and metrics,NA
R_vDLYNL7FgqfdPVf,I have used tidymodels packages many times,I work in industry,Q5_2,20,Supervised feature selection,NA
R_vDLYNL7FgqfdPVf,I have used tidymodels packages many times,I work in industry,Q5_3,0,Probability calibration (post modeling),NA
R_vDLYNL7FgqfdPVf,I have used tidymodels packages many times,I work in industry,Q5_4,0,Probability threshold optimization,NA
R_vDLYNL7FgqfdPVf,I have used tidymodels packages many times,I work in industry,Q5_5,20,Spatial analysis models and methods,NA
R_vDLYNL7FgqfdPVf,I have used tidymodels packages many times,I work in industry,Q5_6,40,Better serialization tools ,NA
R_vDLYNL7FgqfdPVf,I have used tidymodels packages many times,I work in industry,Q5_10,10,H2O.ai support ,NA
R_vDLYNL7FgqfdPVf,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_3NPB7UvmpbDRJz2,I have used tidymodels packages a few times,I work in industry,Q5_1,25,Model fairness analysis and metrics,NA
R_3NPB7UvmpbDRJz2,I have used tidymodels packages a few times,I work in industry,Q5_2,50,Supervised feature selection,NA
R_3NPB7UvmpbDRJz2,I have used tidymodels packages a few times,I work in industry,Q5_3,25,Probability calibration (post modeling),NA
R_3NPB7UvmpbDRJz2,I have used tidymodels packages a few times,I work in industry,Q5_4,0,Probability threshold optimization,NA
R_3NPB7UvmpbDRJz2,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_3NPB7UvmpbDRJz2,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Better serialization tools ,NA
R_3NPB7UvmpbDRJz2,I have used tidymodels packages a few times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_3NPB7UvmpbDRJz2,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_2TnqF99jf6gCBcc,I have used tidymodels packages a few times,I work in industry,Q5_1,25,Model fairness analysis and metrics,Easier access to both training and test set metrics to assess overfitting
R_2TnqF99jf6gCBcc,I have used tidymodels packages a few times,I work in industry,Q5_2,0,Supervised feature selection,Easier access to both training and test set metrics to assess overfitting
R_2TnqF99jf6gCBcc,I have used tidymodels packages a few times,I work in industry,Q5_3,25,Probability calibration (post modeling),Easier access to both training and test set metrics to assess overfitting
R_2TnqF99jf6gCBcc,I have used tidymodels packages a few times,I work in industry,Q5_4,25,Probability threshold optimization,Easier access to both training and test set metrics to assess overfitting
R_2TnqF99jf6gCBcc,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Spatial analysis models and methods,Easier access to both training and test set metrics to assess overfitting
R_2TnqF99jf6gCBcc,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Better serialization tools ,Easier access to both training and test set metrics to assess overfitting
R_2TnqF99jf6gCBcc,I have used tidymodels packages a few times,I work in industry,Q5_10,0,H2O.ai support ,Easier access to both training and test set metrics to assess overfitting
R_2TnqF99jf6gCBcc,I have used tidymodels packages a few times,I work in industry,Q5_12,25,Other,Easier access to both training and test set metrics to assess overfitting
R_2c6JiL5D1fRE6Wv,I have used tidymodels packages a few times,I work in industry,Q5_1,30,Model fairness analysis and metrics,NA
R_2c6JiL5D1fRE6Wv,I have used tidymodels packages a few times,I work in industry,Q5_2,20,Supervised feature selection,NA
R_2c6JiL5D1fRE6Wv,I have used tidymodels packages a few times,I work in industry,Q5_3,0,Probability calibration (post modeling),NA
R_2c6JiL5D1fRE6Wv,I have used tidymodels packages a few times,I work in industry,Q5_4,0,Probability threshold optimization,NA
R_2c6JiL5D1fRE6Wv,I have used tidymodels packages a few times,I work in industry,Q5_5,40,Spatial analysis models and methods,NA
R_2c6JiL5D1fRE6Wv,I have used tidymodels packages a few times,I work in industry,Q5_6,10,Better serialization tools ,NA
R_2c6JiL5D1fRE6Wv,I have used tidymodels packages a few times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_2c6JiL5D1fRE6Wv,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_6ulDlLmA7dRiPw5,I have used tidymodels packages a few times,I work in industry,Q5_1,10,Model fairness analysis and metrics,NA
R_6ulDlLmA7dRiPw5,I have used tidymodels packages a few times,I work in industry,Q5_2,25,Supervised feature selection,NA
R_6ulDlLmA7dRiPw5,I have used tidymodels packages a few times,I work in industry,Q5_3,15,Probability calibration (post modeling),NA
R_6ulDlLmA7dRiPw5,I have used tidymodels packages a few times,I work in industry,Q5_4,50,Probability threshold optimization,NA
R_6ulDlLmA7dRiPw5,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_6ulDlLmA7dRiPw5,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Better serialization tools ,NA
R_6ulDlLmA7dRiPw5,I have used tidymodels packages a few times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_6ulDlLmA7dRiPw5,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_5dNxTSR9zWIfGiB,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_1,10,Model fairness analysis and metrics,"More Bayesian inference integration (with Stan, Greta, tidybayes, etc.)"
R_5dNxTSR9zWIfGiB,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_2,15,Supervised feature selection,"More Bayesian inference integration (with Stan, Greta, tidybayes, etc.)"
R_5dNxTSR9zWIfGiB,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_3,20,Probability calibration (post modeling),"More Bayesian inference integration (with Stan, Greta, tidybayes, etc.)"
R_5dNxTSR9zWIfGiB,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_4,0,Probability threshold optimization,"More Bayesian inference integration (with Stan, Greta, tidybayes, etc.)"
R_5dNxTSR9zWIfGiB,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_5,0,Spatial analysis models and methods,"More Bayesian inference integration (with Stan, Greta, tidybayes, etc.)"
R_5dNxTSR9zWIfGiB,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_6,15,Better serialization tools ,"More Bayesian inference integration (with Stan, Greta, tidybayes, etc.)"
R_5dNxTSR9zWIfGiB,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_10,0,H2O.ai support ,"More Bayesian inference integration (with Stan, Greta, tidybayes, etc.)"
R_5dNxTSR9zWIfGiB,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_12,40,Other,"More Bayesian inference integration (with Stan, Greta, tidybayes, etc.)"
R_3PB7KEOVVTVxax8,I have used tidymodels packages a few times,I work in industry,Q5_1,0,Model fairness analysis and metrics,Easy to use interpretability metrics and dashboard in Shiny
R_3PB7KEOVVTVxax8,I have used tidymodels packages a few times,I work in industry,Q5_2,20,Supervised feature selection,Easy to use interpretability metrics and dashboard in Shiny
R_3PB7KEOVVTVxax8,I have used tidymodels packages a few times,I work in industry,Q5_3,20,Probability calibration (post modeling),Easy to use interpretability metrics and dashboard in Shiny
R_3PB7KEOVVTVxax8,I have used tidymodels packages a few times,I work in industry,Q5_4,20,Probability threshold optimization,Easy to use interpretability metrics and dashboard in Shiny
R_3PB7KEOVVTVxax8,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Spatial analysis models and methods,Easy to use interpretability metrics and dashboard in Shiny
R_3PB7KEOVVTVxax8,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Better serialization tools ,Easy to use interpretability metrics and dashboard in Shiny
R_3PB7KEOVVTVxax8,I have used tidymodels packages a few times,I work in industry,Q5_10,20,H2O.ai support ,Easy to use interpretability metrics and dashboard in Shiny
R_3PB7KEOVVTVxax8,I have used tidymodels packages a few times,I work in industry,Q5_12,20,Other,Easy to use interpretability metrics and dashboard in Shiny
R_OdQiM6KxizOiufD,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_1,20,Model fairness analysis and metrics,NA
R_OdQiM6KxizOiufD,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_2,80,Supervised feature selection,NA
R_OdQiM6KxizOiufD,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_3,0,Probability calibration (post modeling),NA
R_OdQiM6KxizOiufD,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_4,0,Probability threshold optimization,NA
R_OdQiM6KxizOiufD,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_5,0,Spatial analysis models and methods,NA
R_OdQiM6KxizOiufD,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_6,0,Better serialization tools ,NA
R_OdQiM6KxizOiufD,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_10,0,H2O.ai support ,NA
R_OdQiM6KxizOiufD,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_10r53K71EM5mydi,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_1,60,Model fairness analysis and metrics,NA
R_10r53K71EM5mydi,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_2,0,Supervised feature selection,NA
R_10r53K71EM5mydi,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_3,0,Probability calibration (post modeling),NA
R_10r53K71EM5mydi,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_4,20,Probability threshold optimization,NA
R_10r53K71EM5mydi,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_5,0,Spatial analysis models and methods,NA
R_10r53K71EM5mydi,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_6,0,Better serialization tools ,NA
R_10r53K71EM5mydi,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_10,20,H2O.ai support ,NA
R_10r53K71EM5mydi,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_AvWKM6Ta2oITAqd,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_1,1,Model fairness analysis and metrics,"Outcome pre-/post-processing (e.g. log->model->exp), Optional pre-processing as a hyperparameter, tune_bayes can automatically tries all values of trees for xgboost/LightGBM via early stopping, setting non-dials hyperparameters should cause less trouble, model offsets (e.g. Poisson GLMNET), relaxed LASSO, easier for users to bring their own models (e.g. on-the-fly neural network or non-linear brms model)"
R_AvWKM6Ta2oITAqd,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_2,10,Supervised feature selection,"Outcome pre-/post-processing (e.g. log->model->exp), Optional pre-processing as a hyperparameter, tune_bayes can automatically tries all values of trees for xgboost/LightGBM via early stopping, setting non-dials hyperparameters should cause less trouble, model offsets (e.g. Poisson GLMNET), relaxed LASSO, easier for users to bring their own models (e.g. on-the-fly neural network or non-linear brms model)"
R_AvWKM6Ta2oITAqd,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_3,3,Probability calibration (post modeling),"Outcome pre-/post-processing (e.g. log->model->exp), Optional pre-processing as a hyperparameter, tune_bayes can automatically tries all values of trees for xgboost/LightGBM via early stopping, setting non-dials hyperparameters should cause less trouble, model offsets (e.g. Poisson GLMNET), relaxed LASSO, easier for users to bring their own models (e.g. on-the-fly neural network or non-linear brms model)"
R_AvWKM6Ta2oITAqd,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_4,0,Probability threshold optimization,"Outcome pre-/post-processing (e.g. log->model->exp), Optional pre-processing as a hyperparameter, tune_bayes can automatically tries all values of trees for xgboost/LightGBM via early stopping, setting non-dials hyperparameters should cause less trouble, model offsets (e.g. Poisson GLMNET), relaxed LASSO, easier for users to bring their own models (e.g. on-the-fly neural network or non-linear brms model)"
R_AvWKM6Ta2oITAqd,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_5,1,Spatial analysis models and methods,"Outcome pre-/post-processing (e.g. log->model->exp), Optional pre-processing as a hyperparameter, tune_bayes can automatically tries all values of trees for xgboost/LightGBM via early stopping, setting non-dials hyperparameters should cause less trouble, model offsets (e.g. Poisson GLMNET), relaxed LASSO, easier for users to bring their own models (e.g. on-the-fly neural network or non-linear brms model)"
R_AvWKM6Ta2oITAqd,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_6,0,Better serialization tools ,"Outcome pre-/post-processing (e.g. log->model->exp), Optional pre-processing as a hyperparameter, tune_bayes can automatically tries all values of trees for xgboost/LightGBM via early stopping, setting non-dials hyperparameters should cause less trouble, model offsets (e.g. Poisson GLMNET), relaxed LASSO, easier for users to bring their own models (e.g. on-the-fly neural network or non-linear brms model)"
R_AvWKM6Ta2oITAqd,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_10,0,H2O.ai support ,"Outcome pre-/post-processing (e.g. log->model->exp), Optional pre-processing as a hyperparameter, tune_bayes can automatically tries all values of trees for xgboost/LightGBM via early stopping, setting non-dials hyperparameters should cause less trouble, model offsets (e.g. Poisson GLMNET), relaxed LASSO, easier for users to bring their own models (e.g. on-the-fly neural network or non-linear brms model)"
R_AvWKM6Ta2oITAqd,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_12,85,Other,"Outcome pre-/post-processing (e.g. log->model->exp), Optional pre-processing as a hyperparameter, tune_bayes can automatically tries all values of trees for xgboost/LightGBM via early stopping, setting non-dials hyperparameters should cause less trouble, model offsets (e.g. Poisson GLMNET), relaxed LASSO, easier for users to bring their own models (e.g. on-the-fly neural network or non-linear brms model)"
R_1Cx85XUmtzH9PoC,I have used tidymodels packages many times,I work in industry,Q5_1,15,Model fairness analysis and metrics,Time series
R_1Cx85XUmtzH9PoC,I have used tidymodels packages many times,I work in industry,Q5_2,15,Supervised feature selection,Time series
R_1Cx85XUmtzH9PoC,I have used tidymodels packages many times,I work in industry,Q5_3,20,Probability calibration (post modeling),Time series
R_1Cx85XUmtzH9PoC,I have used tidymodels packages many times,I work in industry,Q5_4,15,Probability threshold optimization,Time series
R_1Cx85XUmtzH9PoC,I have used tidymodels packages many times,I work in industry,Q5_5,15,Spatial analysis models and methods,Time series
R_1Cx85XUmtzH9PoC,I have used tidymodels packages many times,I work in industry,Q5_6,0,Better serialization tools ,Time series
R_1Cx85XUmtzH9PoC,I have used tidymodels packages many times,I work in industry,Q5_10,0,H2O.ai support ,Time series
R_1Cx85XUmtzH9PoC,I have used tidymodels packages many times,I work in industry,Q5_12,20,Other,Time series
R_2Bgp5eu9ylDPz18,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_1,25,Model fairness analysis and metrics,NA
R_2Bgp5eu9ylDPz18,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_2,0,Supervised feature selection,NA
R_2Bgp5eu9ylDPz18,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_3,0,Probability calibration (post modeling),NA
R_2Bgp5eu9ylDPz18,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_4,0,Probability threshold optimization,NA
