title,model,engine,url,topic,mode,package
Multilayer perceptron via keras3,mlp,keras3,https://parsnip.tidymodels.org/reference/details_mlp_keras3.html,<a href='https://parsnip.tidymodels.org/reference/details_mlp_keras3.html' target='_blank'><tt>mlp_keras3</tt></a>,classification,parsnip
Multilayer perceptron via keras3,mlp,keras3,https://parsnip.tidymodels.org/reference/details_mlp_keras3.html,<a href='https://parsnip.tidymodels.org/reference/details_mlp_keras3.html' target='_blank'><tt>mlp_keras3</tt></a>,regression,parsnip
Multilayer perceptron via nnet,mlp,nnet,https://parsnip.tidymodels.org/reference/details_mlp_nnet.html,<a href='https://parsnip.tidymodels.org/reference/details_mlp_nnet.html' target='_blank'><tt>mlp_nnet</tt></a>,classification,parsnip
Multilayer perceptron via nnet,mlp,nnet,https://parsnip.tidymodels.org/reference/details_mlp_nnet.html,<a href='https://parsnip.tidymodels.org/reference/details_mlp_nnet.html' target='_blank'><tt>mlp_nnet</tt></a>,regression,parsnip
Multilayer perceptron for quantile regression via qrnn,mlp,qrnn,https://parsnip.tidymodels.org/reference/details_mlp_qrnn.html,<a href='https://parsnip.tidymodels.org/reference/details_mlp_qrnn.html' target='_blank'><tt>mlp_qrnn</tt></a>,quantile regression,parsnip
Multi-Layer Perceptron (Feedforward Neural Network) via kindling,mlp_kindling,kindling,https://kindling.joshuamarie.com/reference/mlp_kindling.html,<a href='https://kindling.joshuamarie.com/reference/mlp_kindling.html' target='_blank'><tt>mlp_kindling</tt></a>,regression,kindling
Multi-Layer Perceptron (Feedforward Neural Network) via kindling,mlp_kindling,kindling,https://kindling.joshuamarie.com/reference/mlp_kindling.html,<a href='https://kindling.joshuamarie.com/reference/mlp_kindling.html' target='_blank'><tt>mlp_kindling</tt></a>,classification,kindling
Multinomial regression via brulee,multinom_reg,brulee,https://parsnip.tidymodels.org/reference/details_multinom_reg_brulee.html,<a href='https://parsnip.tidymodels.org/reference/details_multinom_reg_brulee.html' target='_blank'><tt>multinom_reg_brulee</tt></a>,classification,parsnip
Multinomial regression via glmnet,multinom_reg,glmnet,https://parsnip.tidymodels.org/reference/details_multinom_reg_glmnet.html,<a href='https://parsnip.tidymodels.org/reference/details_multinom_reg_glmnet.html' target='_blank'><tt>multinom_reg_glmnet</tt></a>,classification,parsnip
Multinomial regression via h2o,multinom_reg,h2o,https://parsnip.tidymodels.org/reference/details_multinom_reg_h2o.html,<a href='https://parsnip.tidymodels.org/reference/details_multinom_reg_h2o.html' target='_blank'><tt>multinom_reg_h2o</tt></a>,classification,agua
Multinomial regression via keras,multinom_reg,keras,https://parsnip.tidymodels.org/reference/details_multinom_reg_keras.html,<a href='https://parsnip.tidymodels.org/reference/details_multinom_reg_keras.html' target='_blank'><tt>multinom_reg_keras</tt></a>,classification,parsnip
Multinomial regression via keras3,multinom_reg,keras3,https://parsnip.tidymodels.org/reference/details_multinom_reg_keras3.html,<a href='https://parsnip.tidymodels.org/reference/details_multinom_reg_keras3.html' target='_blank'><tt>multinom_reg_keras3</tt></a>,classification,parsnip
Multinomial regression via nnet,multinom_reg,nnet,https://parsnip.tidymodels.org/reference/details_multinom_reg_nnet.html,<a href='https://parsnip.tidymodels.org/reference/details_multinom_reg_nnet.html' target='_blank'><tt>multinom_reg_nnet</tt></a>,classification,parsnip
Multinomial regression via spark,multinom_reg,spark,https://parsnip.tidymodels.org/reference/details_multinom_reg_spark.html,<a href='https://parsnip.tidymodels.org/reference/details_multinom_reg_spark.html' target='_blank'><tt>multinom_reg_spark</tt></a>,classification,parsnip
Naive Bayes models via naivebayes,naive_Bayes,h2o,https://parsnip.tidymodels.org/reference/details_naive_Bayes_h2o.html,<a href='https://parsnip.tidymodels.org/reference/details_naive_Bayes_h2o.html' target='_blank'><tt>naive_Bayes_h2o</tt></a>,classification,agua
Naive Bayes models via klaR,naive_Bayes,klaR,https://parsnip.tidymodels.org/reference/details_naive_Bayes_klaR.html,<a href='https://parsnip.tidymodels.org/reference/details_naive_Bayes_klaR.html' target='_blank'><tt>naive_Bayes_klaR</tt></a>,classification,discrim
Naive Bayes models via naivebayes,naive_Bayes,naivebayes,https://parsnip.tidymodels.org/reference/details_naive_Bayes_naivebayes.html,<a href='https://parsnip.tidymodels.org/reference/details_naive_Bayes_naivebayes.html' target='_blank'><tt>naive_Bayes_naivebayes</tt></a>,classification,discrim
NAIVE Forecast Models,naive_reg,naive,https://business-science.github.io/modeltime/reference/naive_reg.html,<a href='https://business-science.github.io/modeltime/reference/naive_reg.html' target='_blank'><tt>naive_reg</tt></a>,regression,modeltime
NAIVE Forecast Models,naive_reg,snaive,https://business-science.github.io/modeltime/reference/naive_reg.html,<a href='https://business-science.github.io/modeltime/reference/naive_reg.html' target='_blank'><tt>naive_reg</tt></a>,regression,modeltime
K-nearest neighbors via kknn,nearest_neighbor,kknn,https://parsnip.tidymodels.org/reference/details_nearest_neighbor_kknn.html,<a href='https://parsnip.tidymodels.org/reference/details_nearest_neighbor_kknn.html' target='_blank'><tt>nearest_neighbor_kknn</tt></a>,classification,parsnip
K-nearest neighbors via kknn,nearest_neighbor,kknn,https://parsnip.tidymodels.org/reference/details_nearest_neighbor_kknn.html,<a href='https://parsnip.tidymodels.org/reference/details_nearest_neighbor_kknn.html' target='_blank'><tt>nearest_neighbor_kknn</tt></a>,regression,parsnip
Discriminant Adaptive Nearest Neighbor Classification,nearest_neighbor_adaptive,dann,https://github.com/gmcmacran/tidydann,<a href='https://github.com/gmcmacran/tidydann' target='_blank'><tt>nearest_neighbor_adaptive</tt></a>,classification,tidydann
Discriminant Adaptive Nearest Neighbor Classification,nearest_neighbor_adaptive,sub_dann,https://github.com/gmcmacran/tidydann,<a href='https://github.com/gmcmacran/tidydann' target='_blank'><tt>nearest_neighbor_adaptive</tt></a>,classification,tidydann
Distance-based nearest-neighbour model,nearest_neighbor_dist,manydist,https://alfonsoiodicede.github.io/manydist_package/reference/nearest_neighbor_dist.html,<a href='https://alfonsoiodicede.github.io/manydist_package/reference/nearest_neighbor_dist.html' target='_blank'><tt>nearest_neighbor_dist</tt></a>,classification,
Distance-based nearest-neighbour model,nearest_neighbor_dist,manydist,https://alfonsoiodicede.github.io/manydist_package/reference/nearest_neighbor_dist.html,<a href='https://alfonsoiodicede.github.io/manydist_package/reference/nearest_neighbor_dist.html' target='_blank'><tt>nearest_neighbor_dist</tt></a>,regression,
NNETAR Regression Models,nnetar_reg,nnetar,https://business-science.github.io/modeltime/reference/nnetar_reg.html,<a href='https://business-science.github.io/modeltime/reference/nnetar_reg.html' target='_blank'><tt>nnetar_reg</tt></a>,regression,modeltime
Null model,null_model,parsnip,https://parsnip.tidymodels.org/reference/null_model.html,<a href='https://parsnip.tidymodels.org/reference/null_model.html' target='_blank'><tt>null_model</tt></a>,classification,parsnip
Null model,null_model,parsnip,https://parsnip.tidymodels.org/reference/null_model.html,<a href='https://parsnip.tidymodels.org/reference/null_model.html' target='_blank'><tt>null_model</tt></a>,regression,parsnip
Ordinal regression via ordinalNet,ordinal_reg,ordinalNet,https://parsnip.tidymodels.org/reference/details_ordinal_reg_ordinalNet.html,<a href='https://parsnip.tidymodels.org/reference/details_ordinal_reg_ordinalNet.html' target='_blank'><tt>ordinal_reg_ordinalNet</tt></a>,classification,ordered
Ordinal regression via polr,ordinal_reg,polr,https://parsnip.tidymodels.org/reference/details_ordinal_reg_polr.html,<a href='https://parsnip.tidymodels.org/reference/details_ordinal_reg_polr.html' target='_blank'><tt>ordinal_reg_polr</tt></a>,classification,ordered
Ordinal regression via vector GLMs,ordinal_reg,vglm,https://parsnip.tidymodels.org/reference/details_ordinal_reg_vglm.html,<a href='https://parsnip.tidymodels.org/reference/details_ordinal_reg_vglm.html' target='_blank'><tt>ordinal_reg_vglm</tt></a>,classification,ordered
Partial least squares via mixOmics,pls,mixOmics,https://parsnip.tidymodels.org/reference/details_pls_mixOmics.html,<a href='https://parsnip.tidymodels.org/reference/details_pls_mixOmics.html' target='_blank'><tt>pls_mixOmics</tt></a>,classification,plsmod
Partial least squares via mixOmics,pls,mixOmics,https://parsnip.tidymodels.org/reference/details_pls_mixOmics.html,<a href='https://parsnip.tidymodels.org/reference/details_pls_mixOmics.html' target='_blank'><tt>pls_mixOmics</tt></a>,regression,plsmod
Poisson regression via generalized estimating equations (GEE),poisson_reg,gee,https://parsnip.tidymodels.org/reference/details_poisson_reg_gee.html,<a href='https://parsnip.tidymodels.org/reference/details_poisson_reg_gee.html' target='_blank'><tt>poisson_reg_gee</tt></a>,regression,multilevelmod
Poisson regression via glm,poisson_reg,glm,https://parsnip.tidymodels.org/reference/details_poisson_reg_glm.html,<a href='https://parsnip.tidymodels.org/reference/details_poisson_reg_glm.html' target='_blank'><tt>poisson_reg_glm</tt></a>,regression,poissonreg
Poisson regression via mixed models,poisson_reg,glmer,https://parsnip.tidymodels.org/reference/details_poisson_reg_glmer.html,<a href='https://parsnip.tidymodels.org/reference/details_poisson_reg_glmer.html' target='_blank'><tt>poisson_reg_glmer</tt></a>,regression,multilevelmod
Poisson regression via glmnet,poisson_reg,glmnet,https://parsnip.tidymodels.org/reference/details_poisson_reg_glmnet.html,<a href='https://parsnip.tidymodels.org/reference/details_poisson_reg_glmnet.html' target='_blank'><tt>poisson_reg_glmnet</tt></a>,regression,poissonreg
Poisson regression via h2o,poisson_reg,h2o,https://parsnip.tidymodels.org/reference/details_poisson_reg_h2o.html,<a href='https://parsnip.tidymodels.org/reference/details_poisson_reg_h2o.html' target='_blank'><tt>poisson_reg_h2o</tt></a>,regression,agua
Poisson regression via pscl,poisson_reg,hurdle,https://parsnip.tidymodels.org/reference/details_poisson_reg_hurdle.html,<a href='https://parsnip.tidymodels.org/reference/details_poisson_reg_hurdle.html' target='_blank'><tt>poisson_reg_hurdle</tt></a>,regression,poissonreg
Poisson regression via stan,poisson_reg,stan,https://parsnip.tidymodels.org/reference/details_poisson_reg_stan.html,<a href='https://parsnip.tidymodels.org/reference/details_poisson_reg_stan.html' target='_blank'><tt>poisson_reg_stan</tt></a>,regression,poissonreg
Poisson regression via hierarchical Bayesian methods,poisson_reg,stan_glmer,https://parsnip.tidymodels.org/reference/details_poisson_reg_stan_glmer.html,<a href='https://parsnip.tidymodels.org/reference/details_poisson_reg_stan_glmer.html' target='_blank'><tt>poisson_reg_stan_glmer</tt></a>,regression,multilevelmod
Poisson regression via pscl,poisson_reg,zeroinfl,https://parsnip.tidymodels.org/reference/details_poisson_reg_zeroinfl.html,<a href='https://parsnip.tidymodels.org/reference/details_poisson_reg_zeroinfl.html' target='_blank'><tt>poisson_reg_zeroinfl</tt></a>,regression,poissonreg
Poisson regression models with offsets,poisson_reg_offset,glm_offset,https://mattheaphy.github.io/offsetreg/reference/poisson_reg_offset.html,<a href='https://mattheaphy.github.io/offsetreg/reference/poisson_reg_offset.html' target='_blank'><tt>poisson_reg_offset</tt></a>,regression,poissonreg
Poisson regression models with offsets,poisson_reg_offset,glmnet_offset,https://mattheaphy.github.io/offsetreg/reference/poisson_reg_offset.html,<a href='https://mattheaphy.github.io/offsetreg/reference/poisson_reg_offset.html' target='_blank'><tt>poisson_reg_offset</tt></a>,regression,poissonreg
Boosted PROPHET Time Series Models,prophet_boost,prophet_xgboost,https://business-science.github.io/modeltime/reference/prophet_boost.html,<a href='https://business-science.github.io/modeltime/reference/prophet_boost.html' target='_blank'><tt>prophet_boost</tt></a>,regression,modeltime
PROPHET Time Series Models,prophet_reg,prophet,https://business-science.github.io/modeltime/reference/prophet_reg.html,<a href='https://business-science.github.io/modeltime/reference/prophet_reg.html' target='_blank'><tt>prophet_reg</tt></a>,regression,modeltime
Proportional hazards regression,proportional_hazards,glmnet,https://parsnip.tidymodels.org/reference/details_proportional_hazards_glmnet.html,<a href='https://parsnip.tidymodels.org/reference/details_proportional_hazards_glmnet.html' target='_blank'><tt>proportional_hazards_glmnet</tt></a>,censored regression,censored
Proportional hazards regression,proportional_hazards,survival,https://parsnip.tidymodels.org/reference/details_proportional_hazards_survival.html,<a href='https://parsnip.tidymodels.org/reference/details_proportional_hazards_survival.html' target='_blank'><tt>proportional_hazards_survival</tt></a>,censored regression,censored
Oblique random survival forests via aorsf,rand_forest,aorsf,https://parsnip.tidymodels.org/reference/details_rand_forest_aorsf.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_aorsf.html' target='_blank'><tt>rand_forest_aorsf</tt></a>,classification,bonsai
Oblique random survival forests via aorsf,rand_forest,aorsf,https://parsnip.tidymodels.org/reference/details_rand_forest_aorsf.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_aorsf.html' target='_blank'><tt>rand_forest_aorsf</tt></a>,regression,bonsai
Oblique random survival forests via aorsf,rand_forest,aorsf,https://parsnip.tidymodels.org/reference/details_rand_forest_aorsf.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_aorsf.html' target='_blank'><tt>rand_forest_aorsf</tt></a>,censored regression,censored
Generalized random forests via grf,rand_forest,grf,https://parsnip.tidymodels.org/reference/details_rand_forest_grf.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_grf.html' target='_blank'><tt>rand_forest_grf</tt></a>,classification,parsnip
Generalized random forests via grf,rand_forest,grf,https://parsnip.tidymodels.org/reference/details_rand_forest_grf.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_grf.html' target='_blank'><tt>rand_forest_grf</tt></a>,regression,parsnip
Generalized random forests via grf,rand_forest,grf,https://parsnip.tidymodels.org/reference/details_rand_forest_grf.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_grf.html' target='_blank'><tt>rand_forest_grf</tt></a>,quantile regression,parsnip
Random forests via h2o,rand_forest,h2o,https://parsnip.tidymodels.org/reference/details_rand_forest_h2o.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_h2o.html' target='_blank'><tt>rand_forest_h2o</tt></a>,classification,agua
Random forests via h2o,rand_forest,h2o,https://parsnip.tidymodels.org/reference/details_rand_forest_h2o.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_h2o.html' target='_blank'><tt>rand_forest_h2o</tt></a>,regression,agua
Random forests via ordinalForest,rand_forest,ordinalForest,https://parsnip.tidymodels.org/reference/details_rand_forest_ordinalForest.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_ordinalForest.html' target='_blank'><tt>rand_forest_ordinalForest</tt></a>,classification,ordered
Random forests via Conditional Inference using partykit,rand_forest,partykit,https://parsnip.tidymodels.org/reference/details_rand_forest_partykit.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_partykit.html' target='_blank'><tt>rand_forest_partykit</tt></a>,regression,bonsai
Random forests via Conditional Inference using partykit,rand_forest,partykit,https://parsnip.tidymodels.org/reference/details_rand_forest_partykit.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_partykit.html' target='_blank'><tt>rand_forest_partykit</tt></a>,classification,bonsai
Random forests via Conditional Inference using partykit,rand_forest,partykit,https://parsnip.tidymodels.org/reference/details_rand_forest_partykit.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_partykit.html' target='_blank'><tt>rand_forest_partykit</tt></a>,censored regression,censored
Random forests via randomForest,rand_forest,randomForest,https://parsnip.tidymodels.org/reference/details_rand_forest_randomForest.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_randomForest.html' target='_blank'><tt>rand_forest_randomForest</tt></a>,classification,parsnip
Random forests via randomForest,rand_forest,randomForest,https://parsnip.tidymodels.org/reference/details_rand_forest_randomForest.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_randomForest.html' target='_blank'><tt>rand_forest_randomForest</tt></a>,regression,parsnip
Random forests via ranger,rand_forest,ranger,https://parsnip.tidymodels.org/reference/details_rand_forest_ranger.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_ranger.html' target='_blank'><tt>rand_forest_ranger</tt></a>,classification,parsnip
Random forests via ranger,rand_forest,ranger,https://parsnip.tidymodels.org/reference/details_rand_forest_ranger.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_ranger.html' target='_blank'><tt>rand_forest_ranger</tt></a>,regression,parsnip
Random forests via spark,rand_forest,spark,https://parsnip.tidymodels.org/reference/details_rand_forest_spark.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_spark.html' target='_blank'><tt>rand_forest_spark</tt></a>,classification,parsnip
Random forests via spark,rand_forest,spark,https://parsnip.tidymodels.org/reference/details_rand_forest_spark.html,<a href='https://parsnip.tidymodels.org/reference/details_rand_forest_spark.html' target='_blank'><tt>rand_forest_spark</tt></a>,regression,parsnip
Recurrent Neural Network via kindling,rnn_kindling,kindling,https://kindling.joshuamarie.com/reference/rnn_kindling.html,<a href='https://kindling.joshuamarie.com/reference/rnn_kindling.html' target='_blank'><tt>rnn_kindling</tt></a>,regression,kindling
Recurrent Neural Network via kindling,rnn_kindling,kindling,https://kindling.joshuamarie.com/reference/rnn_kindling.html,<a href='https://kindling.joshuamarie.com/reference/rnn_kindling.html' target='_blank'><tt>rnn_kindling</tt></a>,classification,kindling
RuleFit models via h2o,rule_fit,h2o,https://parsnip.tidymodels.org/reference/details_rule_fit_h2o.html,<a href='https://parsnip.tidymodels.org/reference/details_rule_fit_h2o.html' target='_blank'><tt>rule_fit_h2o</tt></a>,classification,agua
RuleFit models via h2o,rule_fit,h2o,https://parsnip.tidymodels.org/reference/details_rule_fit_h2o.html,<a href='https://parsnip.tidymodels.org/reference/details_rule_fit_h2o.html' target='_blank'><tt>rule_fit_h2o</tt></a>,regression,agua
RuleFit models via xrf,rule_fit,xrf,https://parsnip.tidymodels.org/reference/details_rule_fit_xrf.html,<a href='https://parsnip.tidymodels.org/reference/details_rule_fit_xrf.html' target='_blank'><tt>rule_fit_xrf</tt></a>,classification,rules
RuleFit models via xrf,rule_fit,xrf,https://parsnip.tidymodels.org/reference/details_rule_fit_xrf.html,<a href='https://parsnip.tidymodels.org/reference/details_rule_fit_xrf.html' target='_blank'><tt>rule_fit_xrf</tt></a>,regression,rules
"Multiple Seasonality Regression Models (TBATS, STLM)",seasonal_reg,stlm_arima,https://business-science.github.io/modeltime/reference/seasonal_reg.html,<a href='https://business-science.github.io/modeltime/reference/seasonal_reg.html' target='_blank'><tt>seasonal_reg</tt></a>,regression,modeltime
"Multiple Seasonality Regression Models (TBATS, STLM)",seasonal_reg,stlm_ets,https://business-science.github.io/modeltime/reference/seasonal_reg.html,<a href='https://business-science.github.io/modeltime/reference/seasonal_reg.html' target='_blank'><tt>seasonal_reg</tt></a>,regression,modeltime
"Multiple Seasonality Regression Models (TBATS, STLM)",seasonal_reg,tbats,https://business-science.github.io/modeltime/reference/seasonal_reg.html,<a href='https://business-science.github.io/modeltime/reference/seasonal_reg.html' target='_blank'><tt>seasonal_reg</tt></a>,regression,modeltime
Parametric survival regression,surv_reg,flexsurv,https://parsnip.tidymodels.org/reference/surv_reg.html,<a href='https://parsnip.tidymodels.org/reference/surv_reg.html' target='_blank'><tt>surv_reg</tt></a>,regression,parsnip
Parametric survival regression,surv_reg,survival,https://parsnip.tidymodels.org/reference/surv_reg.html,<a href='https://parsnip.tidymodels.org/reference/surv_reg.html' target='_blank'><tt>surv_reg</tt></a>,regression,parsnip
Parametric survival regression,survival_reg,flexsurv,https://parsnip.tidymodels.org/reference/details_survival_reg_flexsurv.html,<a href='https://parsnip.tidymodels.org/reference/details_survival_reg_flexsurv.html' target='_blank'><tt>survival_reg_flexsurv</tt></a>,censored regression,censored
Parametric survival regression,survival_reg,flexsurvcure,https://parsnip.tidymodels.org/reference/survival_reg.html,<a href='https://parsnip.tidymodels.org/reference/survival_reg.html' target='_blank'><tt>survival_reg</tt></a>,censored regression,censored
Flexible parametric survival regression,survival_reg,flexsurvspline,https://parsnip.tidymodels.org/reference/details_survival_reg_flexsurvspline.html,<a href='https://parsnip.tidymodels.org/reference/details_survival_reg_flexsurvspline.html' target='_blank'><tt>survival_reg_flexsurvspline</tt></a>,censored regression,censored
Parametric survival regression,survival_reg,survival,https://parsnip.tidymodels.org/reference/details_survival_reg_survival.html,<a href='https://parsnip.tidymodels.org/reference/details_survival_reg_survival.html' target='_blank'><tt>survival_reg_survival</tt></a>,censored regression,censored
Parametric survival regression,survival_reg,survival_ln_mixture,https://parsnip.tidymodels.org/reference/survival_reg.html,<a href='https://parsnip.tidymodels.org/reference/survival_reg.html' target='_blank'><tt>survival_reg</tt></a>,censored regression,lnmixsurv
Parametric survival regression,survival_reg,survival_ln_mixture_em,https://parsnip.tidymodels.org/reference/survival_reg.html,<a href='https://parsnip.tidymodels.org/reference/survival_reg.html' target='_blank'><tt>survival_reg</tt></a>,censored regression,lnmixsurv
Linear support vector machines (SVMs) via LiblineaR,svm_linear,LiblineaR,https://parsnip.tidymodels.org/reference/details_svm_linear_LiblineaR.html,<a href='https://parsnip.tidymodels.org/reference/details_svm_linear_LiblineaR.html' target='_blank'><tt>svm_linear_LiblineaR</tt></a>,classification,parsnip
Linear support vector machines (SVMs) via LiblineaR,svm_linear,LiblineaR,https://parsnip.tidymodels.org/reference/details_svm_linear_LiblineaR.html,<a href='https://parsnip.tidymodels.org/reference/details_svm_linear_LiblineaR.html' target='_blank'><tt>svm_linear_LiblineaR</tt></a>,regression,parsnip
Linear support vector machines (SVMs) via kernlab,svm_linear,kernlab,https://parsnip.tidymodels.org/reference/details_svm_linear_kernlab.html,<a href='https://parsnip.tidymodels.org/reference/details_svm_linear_kernlab.html' target='_blank'><tt>svm_linear_kernlab</tt></a>,classification,parsnip
Linear support vector machines (SVMs) via kernlab,svm_linear,kernlab,https://parsnip.tidymodels.org/reference/details_svm_linear_kernlab.html,<a href='https://parsnip.tidymodels.org/reference/details_svm_linear_kernlab.html' target='_blank'><tt>svm_linear_kernlab</tt></a>,regression,parsnip
Polynomial support vector machines (SVMs) via kernlab,svm_poly,kernlab,https://parsnip.tidymodels.org/reference/details_svm_poly_kernlab.html,<a href='https://parsnip.tidymodels.org/reference/details_svm_poly_kernlab.html' target='_blank'><tt>svm_poly_kernlab</tt></a>,classification,parsnip
Polynomial support vector machines (SVMs) via kernlab,svm_poly,kernlab,https://parsnip.tidymodels.org/reference/details_svm_poly_kernlab.html,<a href='https://parsnip.tidymodels.org/reference/details_svm_poly_kernlab.html' target='_blank'><tt>svm_poly_kernlab</tt></a>,regression,parsnip
SVM-POLY Multistep Horizon,svm_poly_multistep,svm_poly_multistep_horizon,https://microsoft.github.io/finnts/reference/svm_poly_multistep.html,<a href='https://microsoft.github.io/finnts/reference/svm_poly_multistep.html' target='_blank'><tt>svm_poly_multistep</tt></a>,regression,parsnip
Radial basis function support vector machines (SVMs) via kernlab,svm_rbf,kernlab,https://parsnip.tidymodels.org/reference/details_svm_rbf_kernlab.html,<a href='https://parsnip.tidymodels.org/reference/details_svm_rbf_kernlab.html' target='_blank'><tt>svm_rbf_kernlab</tt></a>,classification,parsnip
Radial basis function support vector machines (SVMs) via kernlab,svm_rbf,kernlab,https://parsnip.tidymodels.org/reference/details_svm_rbf_kernlab.html,<a href='https://parsnip.tidymodels.org/reference/details_svm_rbf_kernlab.html' target='_blank'><tt>svm_rbf_kernlab</tt></a>,regression,parsnip
Radial basis function support vector machines,svm_rbf,liquidSVM,https://parsnip.tidymodels.org/reference/svm_rbf.html,<a href='https://parsnip.tidymodels.org/reference/svm_rbf.html' target='_blank'><tt>svm_rbf</tt></a>,classification,parsnip
Radial basis function support vector machines,svm_rbf,liquidSVM,https://parsnip.tidymodels.org/reference/svm_rbf.html,<a href='https://parsnip.tidymodels.org/reference/svm_rbf.html' target='_blank'><tt>svm_rbf</tt></a>,regression,parsnip
SVM-RBF Multistep Horizon,svm_rbf_multistep,svm_rbf_multistep_horizon,https://microsoft.github.io/finnts/reference/svm_rbf_multistep.html,<a href='https://microsoft.github.io/finnts/reference/svm_rbf_multistep.html' target='_blank'><tt>svm_rbf_multistep</tt></a>,regression,parsnip
Temporal Hierarchical Forecasting (THIEF) Models,temporal_hierarchy,thief,https://business-science.github.io/modeltime/reference/temporal_hierarchy.html,<a href='https://business-science.github.io/modeltime/reference/temporal_hierarchy.html' target='_blank'><tt>temporal_hierarchy</tt></a>,regression,modeltime
TimeGPT model specification,timegpt_model,timegpt_model,https://microsoft.github.io/finnts/reference/timegpt_model.html,<a href='https://microsoft.github.io/finnts/reference/timegpt_model.html' target='_blank'><tt>timegpt_model</tt></a>,regression,parsnip
TimesFM model specification,timesfm_model,timesfm_model,https://microsoft.github.io/finnts/reference/timesfm_model.html,<a href='https://microsoft.github.io/finnts/reference/timesfm_model.html' target='_blank'><tt>timesfm_model</tt></a>,regression,finnts
Parsnip Interface of train_nn(),train_nnsnip,kindling,https://kindling.joshuamarie.com/reference/train_nnsnip.html,<a href='https://kindling.joshuamarie.com/reference/train_nnsnip.html' target='_blank'><tt>train_nnsnip</tt></a>,regression,kindling
Parsnip Interface of train_nn(),train_nnsnip,kindling,https://kindling.joshuamarie.com/reference/train_nnsnip.html,<a href='https://kindling.joshuamarie.com/reference/train_nnsnip.html' target='_blank'><tt>train_nnsnip</tt></a>,classification,kindling
Window Forecast Models,window_reg,window_function,https://business-science.github.io/modeltime/reference/window_reg.html,<a href='https://business-science.github.io/modeltime/reference/window_reg.html' target='_blank'><tt>window_reg</tt></a>,regression,modeltime
XGBOOST Multistep Horizon,xgboost_multistep,xgboost_multistep_horizon,https://microsoft.github.io/finnts/reference/xgboost_multistep.html,<a href='https://microsoft.github.io/finnts/reference/xgboost_multistep.html' target='_blank'><tt>xgboost_multistep</tt></a>,regression,modeltime
