title,topic,package
Developer function for checking inputs in new metrics,<a href='https://yardstick.tidymodels.org/reference/check_metric.html' target='_blank'><tt>check_dynamic_survival_metric</tt></a>,yardstick
Developer function for checking inputs in new metrics,<a href='https://yardstick.tidymodels.org/reference/check_metric.html' target='_blank'><tt>check_static_survival_metric</tt></a>,yardstick
Developer function for handling missing values in new metrics,<a href='https://yardstick.tidymodels.org/reference/yardstick_remove_missing.html' target='_blank'><tt>yardstick_remove_missing</tt></a>,yardstick
Developer function for handling missing values in new metrics,<a href='https://yardstick.tidymodels.org/reference/yardstick_remove_missing.html' target='_blank'><tt>yardstick_any_missing</tt></a>,yardstick
Developer function for summarizing new metrics,<a href='https://yardstick.tidymodels.org/reference/metric-summarizers.html' target='_blank'><tt>metric-summarizers</tt></a>,yardstick
Developer function for summarizing new metrics,<a href='https://yardstick.tidymodels.org/reference/metric-summarizers.html' target='_blank'><tt>numeric_metric_summarizer</tt></a>,yardstick
Developer function for summarizing new metrics,<a href='https://yardstick.tidymodels.org/reference/metric-summarizers.html' target='_blank'><tt>class_metric_summarizer</tt></a>,yardstick
Developer function for summarizing new metrics,<a href='https://yardstick.tidymodels.org/reference/metric-summarizers.html' target='_blank'><tt>prob_metric_summarizer</tt></a>,yardstick
Developer function for summarizing new metrics,<a href='https://yardstick.tidymodels.org/reference/metric-summarizers.html' target='_blank'><tt>curve_metric_summarizer</tt></a>,yardstick
Developer function for summarizing new metrics,<a href='https://yardstick.tidymodels.org/reference/metric-summarizers.html' target='_blank'><tt>dynamic_survival_metric_summarizer</tt></a>,yardstick
Developer function for summarizing new metrics,<a href='https://yardstick.tidymodels.org/reference/metric-summarizers.html' target='_blank'><tt>static_survival_metric_summarizer</tt></a>,yardstick
Developer function for summarizing new metrics,<a href='https://yardstick.tidymodels.org/reference/metric-summarizers.html' target='_blank'><tt>curve_survival_metric_summarizer</tt></a>,yardstick
Developer functions for creating recipes steps,<a href='https://recipes.tidymodels.org//reference/developer_functions.html' target='_blank'><tt>developer_functions</tt></a>,recipes
Developer helpers,<a href='https://yardstick.tidymodels.org/reference/developer-helpers.html' target='_blank'><tt>developer-helpers</tt></a>,yardstick
Developer helpers,<a href='https://yardstick.tidymodels.org/reference/developer-helpers.html' target='_blank'><tt>dots_to_estimate</tt></a>,yardstick
Developer helpers,<a href='https://yardstick.tidymodels.org/reference/developer-helpers.html' target='_blank'><tt>get_weights</tt></a>,yardstick
Developer helpers,<a href='https://yardstick.tidymodels.org/reference/developer-helpers.html' target='_blank'><tt>finalize_estimator</tt></a>,yardstick
Developer helpers,<a href='https://yardstick.tidymodels.org/reference/developer-helpers.html' target='_blank'><tt>finalize_estimator_internal</tt></a>,yardstick
Developer helpers,<a href='https://yardstick.tidymodels.org/reference/developer-helpers.html' target='_blank'><tt>validate_estimator</tt></a>,yardstick
Discretize Numeric Variables,<a href='https://recipes.tidymodels.org//reference/discretize.html' target='_blank'><tt>discretize</tt></a>,recipes
Discretize Numeric Variables,<a href='https://recipes.tidymodels.org//reference/discretize.html' target='_blank'><tt>discretize.default</tt></a>,recipes
Discretize Numeric Variables,<a href='https://recipes.tidymodels.org//reference/discretize.html' target='_blank'><tt>discretize.numeric</tt></a>,recipes
Discretize Numeric Variables,<a href='https://recipes.tidymodels.org//reference/discretize.html' target='_blank'><tt>predict.discretize</tt></a>,recipes
Discretize Numeric Variables,<a href='https://recipes.tidymodels.org//reference/step_discretize.html' target='_blank'><tt>step_discretize</tt></a>,recipes
Discretize numeric variables with CART,<a href='https://embed.tidymodels.org/reference/step_discretize_cart.html' target='_blank'><tt>step_discretize_cart</tt></a>,embed
Discretize numeric variables with CART,<a href='https://embed.tidymodels.org/reference/step_discretize_cart.html' target='_blank'><tt>tidy.step_discretize_cart</tt></a>,embed
Discretize numeric variables with XgBoost,<a href='https://embed.tidymodels.org/reference/step_discretize_xgb.html' target='_blank'><tt>step_discretize_xgb</tt></a>,embed
Discretize numeric variables with XgBoost,<a href='https://embed.tidymodels.org/reference/step_discretize_xgb.html' target='_blank'><tt>tidy.step_discretize_xgb</tt></a>,embed
Display currently available engines for a model,<a href='https://parsnip.tidymodels.org//reference/show_engines.html' target='_blank'><tt>show_engines</tt></a>,parsnip
Display distinct errors from tune objects,<a href='https://tune.tidymodels.org//reference/show_notes.html' target='_blank'><tt>show_notes</tt></a>,tune
Distance between two locations,<a href='https://recipes.tidymodels.org//reference/step_geodist.html' target='_blank'><tt>step_geodist</tt></a>,recipes
Distances to class centroids,<a href='https://recipes.tidymodels.org//reference/step_classdist.html' target='_blank'><tt>step_classdist</tt></a>,recipes
Down-Sample a Data Set Based on a Factor Variable,<a href='https://themis.tidymodels.org/reference/step_downsample.html' target='_blank'><tt>step_downsample</tt></a>,themis
Down-Sample a Data Set Based on a Factor Variable,<a href='https://themis.tidymodels.org/reference/step_downsample.html' target='_blank'><tt>tidy.step_downsample</tt></a>,themis
Dummy Variables Creation via Feature Hashing,<a href='https://embed.tidymodels.org/reference/step_feature_hash.html' target='_blank'><tt>step_feature_hash</tt></a>,embed
Dummy Variables Creation via Feature Hashing,<a href='https://embed.tidymodels.org/reference/step_feature_hash.html' target='_blank'><tt>tidy.step_feature_hash</tt></a>,embed
Early stopping parameter,<a href='https://dials.tidymodels.org/reference/stop_iter.html' target='_blank'><tt>stop_iter</tt></a>,dials
Efficient grid search via racing with ANOVA models,<a href='https://finetune.tidymodels.org/reference/tune_race_anova.html' target='_blank'><tt>tune_race_anova</tt></a>,finetune
Efficient grid search via racing with ANOVA models,<a href='https://finetune.tidymodels.org/reference/tune_race_anova.html' target='_blank'><tt>tune_race_anova.model_spec</tt></a>,finetune
Efficient grid search via racing with ANOVA models,<a href='https://finetune.tidymodels.org/reference/tune_race_anova.html' target='_blank'><tt>tune_race_anova.workflow</tt></a>,finetune
Efficient grid search via racing with win/loss statistics,<a href='https://finetune.tidymodels.org/reference/tune_race_win_loss.html' target='_blank'><tt>tune_race_win_loss</tt></a>,finetune
Efficient grid search via racing with win/loss statistics,<a href='https://finetune.tidymodels.org/reference/tune_race_win_loss.html' target='_blank'><tt>tune_race_win_loss.model_spec</tt></a>,finetune
Efficient grid search via racing with win/loss statistics,<a href='https://finetune.tidymodels.org/reference/tune_race_win_loss.html' target='_blank'><tt>tune_race_win_loss.workflow</tt></a>,finetune
Encode a factor as a one-hot indicator matrix,<a href='https://hardhat.tidymodels.org/reference/fct_encode_one_hot.html' target='_blank'><tt>fct_encode_one_hot</tt></a>,hardhat
Encoding Factors into Multiple Columns,<a href='https://embed.tidymodels.org/reference/step_embed.html' target='_blank'><tt>step_embed</tt></a>,embed
Encoding Factors into Multiple Columns,<a href='https://embed.tidymodels.org/reference/step_embed.html' target='_blank'><tt>tidy.step_embed</tt></a>,embed
Encoding Factors into Multiple Columns,<a href='https://embed.tidymodels.org/reference/step_embed.html' target='_blank'><tt>embed_control</tt></a>,embed
Ensembles of decision trees,<a href='https://parsnip.tidymodels.org//reference/bag_tree.html' target='_blank'><tt>bag_tree</tt></a>,parsnip
Ensembles of MARS models,<a href='https://parsnip.tidymodels.org//reference/bag_mars.html' target='_blank'><tt>bag_mars</tt></a>,parsnip
Ensembles of neural networks,<a href='https://parsnip.tidymodels.org//reference/bag_mlp.html' target='_blank'><tt>bag_mlp</tt></a>,parsnip
"Ensure an object is a data frame, with rownames moved into a column",<a href='https://broom.tidymodels.org//reference/fix_data_frame.html' target='_blank'><tt>fix_data_frame</tt></a>,broom
Ensure no duplicate terms appear in <code>formula</code>,<a href='https://hardhat.tidymodels.org/reference/validate_no_formula_duplication.html' target='_blank'><tt>validate_no_formula_duplication</tt></a>,hardhat
Ensure no duplicate terms appear in <code>formula</code>,<a href='https://hardhat.tidymodels.org/reference/validate_no_formula_duplication.html' target='_blank'><tt>check_no_formula_duplication</tt></a>,hardhat
Ensure outcomes are all numeric,<a href='https://hardhat.tidymodels.org/reference/validate_outcomes_are_numeric.html' target='_blank'><tt>validate_outcomes_are_numeric</tt></a>,hardhat
Ensure outcomes are all numeric,<a href='https://hardhat.tidymodels.org/reference/validate_outcomes_are_numeric.html' target='_blank'><tt>check_outcomes_are_numeric</tt></a>,hardhat
Ensure predictors are all numeric,<a href='https://hardhat.tidymodels.org/reference/validate_predictors_are_numeric.html' target='_blank'><tt>validate_predictors_are_numeric</tt></a>,hardhat
Ensure predictors are all numeric,<a href='https://hardhat.tidymodels.org/reference/validate_predictors_are_numeric.html' target='_blank'><tt>check_predictors_are_numeric</tt></a>,hardhat
Ensure that <code>data</code> contains required column names,<a href='https://hardhat.tidymodels.org/reference/validate_column_names.html' target='_blank'><tt>validate_column_names</tt></a>,hardhat
Ensure that <code>data</code> contains required column names,<a href='https://hardhat.tidymodels.org/reference/validate_column_names.html' target='_blank'><tt>check_column_names</tt></a>,hardhat
Ensure that predictions have the correct number of rows,<a href='https://hardhat.tidymodels.org/reference/validate_prediction_size.html' target='_blank'><tt>validate_prediction_size</tt></a>,hardhat
Ensure that predictions have the correct number of rows,<a href='https://hardhat.tidymodels.org/reference/validate_prediction_size.html' target='_blank'><tt>check_prediction_size</tt></a>,hardhat
Ensure that the outcome has binary factors,<a href='https://hardhat.tidymodels.org/reference/validate_outcomes_are_binary.html' target='_blank'><tt>validate_outcomes_are_binary</tt></a>,hardhat
Ensure that the outcome has binary factors,<a href='https://hardhat.tidymodels.org/reference/validate_outcomes_are_binary.html' target='_blank'><tt>check_outcomes_are_binary</tt></a>,hardhat
Ensure that the outcome has only factor columns,<a href='https://hardhat.tidymodels.org/reference/validate_outcomes_are_factors.html' target='_blank'><tt>validate_outcomes_are_factors</tt></a>,hardhat
Ensure that the outcome has only factor columns,<a href='https://hardhat.tidymodels.org/reference/validate_outcomes_are_factors.html' target='_blank'><tt>check_outcomes_are_factors</tt></a>,hardhat
Ensure that the outcome is univariate,<a href='https://hardhat.tidymodels.org/reference/validate_outcomes_are_univariate.html' target='_blank'><tt>validate_outcomes_are_univariate</tt></a>,hardhat
Ensure that the outcome is univariate,<a href='https://hardhat.tidymodels.org/reference/validate_outcomes_are_univariate.html' target='_blank'><tt>check_outcomes_are_univariate</tt></a>,hardhat
Equal opportunity,<a href='https://yardstick.tidymodels.org/reference/equal_opportunity.html' target='_blank'><tt>equal_opportunity</tt></a>,yardstick
Equalized odds,<a href='https://yardstick.tidymodels.org/reference/equalized_odds.html' target='_blank'><tt>equalized_odds</tt></a>,yardstick
Error handling for incompatible modes,<a href='http://modelenv.tidymodels.org//reference/stop_incompatible_mode.html' target='_blank'><tt>stop_incompatible_mode</tt></a>,modelenv
Error handling for unknown mode,<a href='http://modelenv.tidymodels.org//reference/check_spec_mode_engine_val.html' target='_blank'><tt>check_spec_mode_engine_val</tt></a>,modelenv
Estimate a preprocessing recipe,<a href='https://recipes.tidymodels.org//reference/prep.html' target='_blank'><tt>prep</tt></a>,recipes
Estimate a preprocessing recipe,<a href='https://recipes.tidymodels.org//reference/prep.html' target='_blank'><tt>prep.recipe</tt></a>,recipes
Estimate the Difference Between Models,<a href='https://tidyposterior.tidymodels.org/reference/contrast_models.html' target='_blank'><tt>contrast_models</tt></a>,tidyposterior
Estimation methods for regularized models,<a href='https://dials.tidymodels.org/reference/regularization_method.html' target='_blank'><tt>regularization_method</tt></a>,dials
Estimation methods for regularized models,<a href='https://dials.tidymodels.org/reference/regularization_method.html' target='_blank'><tt>values_regularization_method</tt></a>,dials
Evaluate a selection with tidyselect semantics specific to recipes,<a href='https://recipes.tidymodels.org//reference/recipes_eval_select.html' target='_blank'><tt>recipes_eval_select</tt></a>,recipes
Example Analysis of Ames Housing Data,<a href='https://tune.tidymodels.org//reference/example_ames_knn.html' target='_blank'><tt>example_ames_knn</tt></a>,tune
Example Analysis of Ames Housing Data,<a href='https://tune.tidymodels.org//reference/example_ames_knn.html' target='_blank'><tt>ames_wflow</tt></a>,tune
Example Analysis of Ames Housing Data,<a href='https://tune.tidymodels.org//reference/example_ames_knn.html' target='_blank'><tt>ames_grid_search</tt></a>,tune
Example Analysis of Ames Housing Data,<a href='https://tune.tidymodels.org//reference/example_ames_knn.html' target='_blank'><tt>ames_iter_search</tt></a>,tune
Example bivariate classification data,<a href='https://modeldata.tidymodels.org/reference/bivariate.html' target='_blank'><tt>bivariate</tt></a>,modeldata
Example bivariate classification data,<a href='https://modeldata.tidymodels.org/reference/bivariate.html' target='_blank'><tt>bivariate_train</tt></a>,modeldata
Example bivariate classification data,<a href='https://modeldata.tidymodels.org/reference/bivariate.html' target='_blank'><tt>bivariate_test</tt></a>,modeldata
Example bivariate classification data,<a href='https://modeldata.tidymodels.org/reference/bivariate.html' target='_blank'><tt>bivariate_val</tt></a>,modeldata
Example data for hardhat,<a href='https://hardhat.tidymodels.org/reference/hardhat-example-data.html' target='_blank'><tt>hardhat-example-data</tt></a>,hardhat
Example data for hardhat,<a href='https://hardhat.tidymodels.org/reference/hardhat-example-data.html' target='_blank'><tt>example_train</tt></a>,hardhat
Example data for hardhat,<a href='https://hardhat.tidymodels.org/reference/hardhat-example-data.html' target='_blank'><tt>example_test</tt></a>,hardhat
Example Data Sets,<a href='https://tidyposterior.tidymodels.org/reference/precise_example.html' target='_blank'><tt>precise_example</tt></a>,tidyposterior
Example Data Sets,<a href='https://tidyposterior.tidymodels.org/reference/precise_example.html' target='_blank'><tt>noisy_example</tt></a>,tidyposterior
Example Data Sets,<a href='https://tidyposterior.tidymodels.org/reference/precise_example.html' target='_blank'><tt>concrete_example</tt></a>,tidyposterior
Example Data Sets,<a href='https://tidyposterior.tidymodels.org/reference/precise_example.html' target='_blank'><tt>ts_example</tt></a>,tidyposterior
Example Data Sets,<a href='https://tidyposterior.tidymodels.org/reference/precise_example.html' target='_blank'><tt>ex_object</tt></a>,tidyposterior
Example Data Sets,<a href='https://tidyposterior.tidymodels.org/reference/precise_example.html' target='_blank'><tt>posterior_samples</tt></a>,tidyposterior
Example Data Sets,<a href='https://tidyposterior.tidymodels.org/reference/precise_example.html' target='_blank'><tt>contrast_samples</tt></a>,tidyposterior
Example Objects,<a href='https://stacks.tidymodels.org//reference/example_data.html' target='_blank'><tt>example_data</tt></a>,stacks
Example Objects,<a href='https://stacks.tidymodels.org//reference/example_data.html' target='_blank'><tt>reg_res_svm</tt></a>,stacks
Example Objects,<a href='https://stacks.tidymodels.org//reference/example_data.html' target='_blank'><tt>reg_res_sp</tt></a>,stacks
Example Objects,<a href='https://stacks.tidymodels.org//reference/example_data.html' target='_blank'><tt>reg_res_lr</tt></a>,stacks
Example Objects,<a href='https://stacks.tidymodels.org//reference/example_data.html' target='_blank'><tt>reg_folds</tt></a>,stacks
Example Objects,<a href='https://stacks.tidymodels.org//reference/example_data.html' target='_blank'><tt>class_res_nn</tt></a>,stacks
Example Objects,<a href='https://stacks.tidymodels.org//reference/example_data.html' target='_blank'><tt>class_res_rf</tt></a>,stacks
Example Objects,<a href='https://stacks.tidymodels.org//reference/example_data.html' target='_blank'><tt>class_folds</tt></a>,stacks
Example Objects,<a href='https://stacks.tidymodels.org//reference/example_data.html' target='_blank'><tt>log_res_nn</tt></a>,stacks
Example Objects,<a href='https://stacks.tidymodels.org//reference/example_data.html' target='_blank'><tt>log_res_rf</tt></a>,stacks
Example Objects,<a href='https://stacks.tidymodels.org//reference/example_data.html' target='_blank'><tt>tree_frogs_reg_test</tt></a>,stacks
Example Objects,<a href='https://stacks.tidymodels.org//reference/example_data.html' target='_blank'><tt>tree_frogs_class_test</tt></a>,stacks
Execution time data,<a href='https://modeldata.tidymodels.org/reference/check_times.html' target='_blank'><tt>check_times</tt></a>,modeldata
Execution-time data dimension checks,<a href='https://parsnip.tidymodels.org//reference/min_cols.html' target='_blank'><tt>min_cols</tt></a>,parsnip
Execution-time data dimension checks,<a href='https://parsnip.tidymodels.org//reference/min_cols.html' target='_blank'><tt>min_rows</tt></a>,parsnip
Explore model results,<a href='https://shinymodels.tidymodels.org/reference/explore.html' target='_blank'><tt>explore.default</tt></a>,shinymodels
Explore model results,<a href='https://shinymodels.tidymodels.org/reference/explore.html' target='_blank'><tt>explore.tune_results</tt></a>,shinymodels
Exponential decay function,<a href='https://tune.tidymodels.org//reference/expo_decay.html' target='_blank'><tt>expo_decay</tt></a>,tune
Extend case weights,<a href='https://hardhat.tidymodels.org/reference/new_case_weights.html' target='_blank'><tt>new_case_weights</tt></a>,hardhat
Extending rsample with new rset subclasses,<a href='https://rsample.tidymodels.org/reference/rset_reconstruct.html' target='_blank'><tt>rset_reconstruct</tt></a>,rsample
Extract a model offset,<a href='https://hardhat.tidymodels.org/reference/model_offset.html' target='_blank'><tt>model_offset</tt></a>,hardhat
Extract cluster assignments from model,<a href='https://tidyclust.tidymodels.org//reference/extract_cluster_assignment.html' target='_blank'><tt>extract_cluster_assignment</tt></a>,tidyclust
Extract clusters from model,<a href='https://tidyclust.tidymodels.org//reference/extract_centroids.html' target='_blank'><tt>extract_centroids</tt></a>,tidyclust
Extract <code>class_pred</code> levels,<a href='https://probably.tidymodels.org/reference/levels.class_pred.html' target='_blank'><tt>levels.class_pred</tt></a>,probably
Extract data classes from a data frame or matrix,<a href='https://hardhat.tidymodels.org/reference/get_data_classes.html' target='_blank'><tt>get_data_classes</tt></a>,hardhat
Extract elements from a workflow set,<a href='https://workflowsets.tidymodels.org/reference/pull_workflow_set_result.html' target='_blank'><tt>pull_workflow_set_result</tt></a>,workflowsets
Extract elements from a workflow set,<a href='https://workflowsets.tidymodels.org/reference/pull_workflow_set_result.html' target='_blank'><tt>pull_workflow</tt></a>,workflowsets
Extract elements of a parsnip model object,<a href='https://parsnip.tidymodels.org//reference/extract-parsnip.html' target='_blank'><tt>extract-parsnip</tt></a>,parsnip
Extract elements of a parsnip model object,<a href='https://parsnip.tidymodels.org//reference/extract-parsnip.html' target='_blank'><tt>extract_spec_parsnip.model_fit</tt></a>,parsnip
Extract elements of a parsnip model object,<a href='https://parsnip.tidymodels.org//reference/extract-parsnip.html' target='_blank'><tt>extract_fit_engine.model_fit</tt></a>,parsnip
Extract elements of a parsnip model object,<a href='https://parsnip.tidymodels.org//reference/extract-parsnip.html' target='_blank'><tt>extract_parameter_set_dials.model_spec</tt></a>,parsnip
Extract elements of a parsnip model object,<a href='https://parsnip.tidymodels.org//reference/extract-parsnip.html' target='_blank'><tt>extract_parameter_dials.model_spec</tt></a>,parsnip
Extract elements of a parsnip model object,<a href='https://parsnip.tidymodels.org//reference/extract-parsnip.html' target='_blank'><tt>extract_fit_time.model_fit</tt></a>,parsnip
Extract elements of a tidyclust model object,<a href='https://tidyclust.tidymodels.org//reference/extract-tidyclust.html' target='_blank'><tt>extract-tidyclust</tt></a>,tidyclust
Extract elements of a tidyclust model object,<a href='https://tidyclust.tidymodels.org//reference/extract-tidyclust.html' target='_blank'><tt>extract_fit_engine.cluster_fit</tt></a>,tidyclust
Extract elements of a tidyclust model object,<a href='https://tidyclust.tidymodels.org//reference/extract-tidyclust.html' target='_blank'><tt>extract_parameter_set_dials.cluster_spec</tt></a>,tidyclust
Extract elements of a workflow,<a href='https://workflows.tidymodels.org/reference/extract-workflow.html' target='_blank'><tt>extract-workflow</tt></a>,workflows
Extract elements of a workflow,<a href='https://workflows.tidymodels.org/reference/extract-workflow.html' target='_blank'><tt>extract_spec_parsnip.workflow</tt></a>,workflows
Extract elements of a workflow,<a href='https://workflows.tidymodels.org/reference/extract-workflow.html' target='_blank'><tt>extract_recipe.workflow</tt></a>,workflows
Extract elements of a workflow,<a href='https://workflows.tidymodels.org/reference/extract-workflow.html' target='_blank'><tt>extract_fit_parsnip.workflow</tt></a>,workflows
Extract elements of a workflow,<a href='https://workflows.tidymodels.org/reference/extract-workflow.html' target='_blank'><tt>extract_fit_engine.workflow</tt></a>,workflows
Extract elements of a workflow,<a href='https://workflows.tidymodels.org/reference/extract-workflow.html' target='_blank'><tt>extract_mold.workflow</tt></a>,workflows
Extract elements of a workflow,<a href='https://workflows.tidymodels.org/reference/extract-workflow.html' target='_blank'><tt>extract_preprocessor.workflow</tt></a>,workflows
Extract elements of a workflow,<a href='https://workflows.tidymodels.org/reference/extract-workflow.html' target='_blank'><tt>extract_parameter_set_dials.workflow</tt></a>,workflows
Extract elements of a workflow,<a href='https://workflows.tidymodels.org/reference/extract-workflow.html' target='_blank'><tt>extract_parameter_dials.workflow</tt></a>,workflows
Extract elements of a workflow,<a href='https://workflows.tidymodels.org/reference/extract-workflow.html' target='_blank'><tt>extract_fit_time.workflow</tt></a>,workflows
Extract elements of <code>tune</code> objects,<a href='https://tune.tidymodels.org//reference/extract-tune.html' target='_blank'><tt>extract-tune</tt></a>,tune
Extract elements of <code>tune</code> objects,<a href='https://tune.tidymodels.org//reference/extract-tune.html' target='_blank'><tt>extract_workflow.last_fit</tt></a>,tune
Extract elements of <code>tune</code> objects,<a href='https://tune.tidymodels.org//reference/extract-tune.html' target='_blank'><tt>extract_workflow.tune_results</tt></a>,tune
Extract elements of <code>tune</code> objects,<a href='https://tune.tidymodels.org//reference/extract-tune.html' target='_blank'><tt>extract_spec_parsnip.tune_results</tt></a>,tune
Extract elements of <code>tune</code> objects,<a href='https://tune.tidymodels.org//reference/extract-tune.html' target='_blank'><tt>extract_recipe.tune_results</tt></a>,tune
Extract elements of <code>tune</code> objects,<a href='https://tune.tidymodels.org//reference/extract-tune.html' target='_blank'><tt>extract_fit_parsnip.tune_results</tt></a>,tune
Extract elements of <code>tune</code> objects,<a href='https://tune.tidymodels.org//reference/extract-tune.html' target='_blank'><tt>extract_fit_engine.tune_results</tt></a>,tune
Extract elements of <code>tune</code> objects,<a href='https://tune.tidymodels.org//reference/extract-tune.html' target='_blank'><tt>extract_mold.tune_results</tt></a>,tune
Extract elements of <code>tune</code> objects,<a href='https://tune.tidymodels.org//reference/extract-tune.html' target='_blank'><tt>extract_preprocessor.tune_results</tt></a>,tune
Extract elements of workflow sets,<a href='https://workflowsets.tidymodels.org/reference/extract_workflow_set_result.html' target='_blank'><tt>extract_workflow_set_result</tt></a>,workflowsets
Extract elements of workflow sets,<a href='https://workflowsets.tidymodels.org/reference/extract_workflow_set_result.html' target='_blank'><tt>extract_workflow.workflow_set</tt></a>,workflowsets
Extract elements of workflow sets,<a href='https://workflowsets.tidymodels.org/reference/extract_workflow_set_result.html' target='_blank'><tt>extract_spec_parsnip.workflow_set</tt></a>,workflowsets
Extract elements of workflow sets,<a href='https://workflowsets.tidymodels.org/reference/extract_workflow_set_result.html' target='_blank'><tt>extract_recipe.workflow_set</tt></a>,workflowsets
Extract elements of workflow sets,<a href='https://workflowsets.tidymodels.org/reference/extract_workflow_set_result.html' target='_blank'><tt>extract_fit_parsnip.workflow_set</tt></a>,workflowsets
Extract elements of workflow sets,<a href='https://workflowsets.tidymodels.org/reference/extract_workflow_set_result.html' target='_blank'><tt>extract_fit_engine.workflow_set</tt></a>,workflowsets
Extract elements of workflow sets,<a href='https://workflowsets.tidymodels.org/reference/extract_workflow_set_result.html' target='_blank'><tt>extract_mold.workflow_set</tt></a>,workflowsets
Extract elements of workflow sets,<a href='https://workflowsets.tidymodels.org/reference/extract_workflow_set_result.html' target='_blank'><tt>extract_preprocessor.workflow_set</tt></a>,workflowsets
Extract elements of workflow sets,<a href='https://workflowsets.tidymodels.org/reference/extract_workflow_set_result.html' target='_blank'><tt>extract_parameter_set_dials.workflow_set</tt></a>,workflowsets
Extract elements of workflow sets,<a href='https://workflowsets.tidymodels.org/reference/extract_workflow_set_result.html' target='_blank'><tt>extract_parameter_dials.workflow_set</tt></a>,workflowsets
Extract factor levels from a data frame,<a href='https://hardhat.tidymodels.org/reference/get_levels.html' target='_blank'><tt>get_levels</tt></a>,hardhat
Extract factor levels from a data frame,<a href='https://hardhat.tidymodels.org/reference/get_levels.html' target='_blank'><tt>get_outcome_levels</tt></a>,hardhat
Extract Model Coefficients,<a href='https://brulee.tidymodels.org//reference/brulee-coefs.html' target='_blank'><tt>brulee-coefs</tt></a>,brulee
Extract Model Coefficients,<a href='https://brulee.tidymodels.org//reference/brulee-coefs.html' target='_blank'><tt>coef.brulee_logistic_reg</tt></a>,brulee
Extract Model Coefficients,<a href='https://brulee.tidymodels.org//reference/brulee-coefs.html' target='_blank'><tt>coef.brulee_linear_reg</tt></a>,brulee
Extract Model Coefficients,<a href='https://brulee.tidymodels.org//reference/brulee-coefs.html' target='_blank'><tt>coef.brulee_mlp</tt></a>,brulee
Extract Model Coefficients,<a href='https://brulee.tidymodels.org//reference/brulee-coefs.html' target='_blank'><tt>coef.brulee_multinomial_reg</tt></a>,brulee
Extract patterns from nominal data,<a href='https://recipes.tidymodels.org//reference/step_dummy_extract.html' target='_blank'><tt>step_dummy_extract</tt></a>,recipes
Extract Posterior Distributions for Models,<a href='https://tidyposterior.tidymodels.org/reference/tidy.perf_mod.html' target='_blank'><tt>tidy.perf_mod</tt></a>,tidyposterior
Extract Predictor Names from Formula or Terms,<a href='https://rsample.tidymodels.org/reference/form_pred.html' target='_blank'><tt>form_pred</tt></a>,rsample
Extract transformed training set,<a href='https://recipes.tidymodels.org//reference/juice.html' target='_blank'><tt>juice</tt></a>,recipes
F Measure,<a href='https://yardstick.tidymodels.org/reference/f_meas.html' target='_blank'><tt>f_meas</tt></a>,yardstick
F Measure,<a href='https://yardstick.tidymodels.org/reference/f_meas.html' target='_blank'><tt>f_meas.data.frame</tt></a>,yardstick
F Measure,<a href='https://yardstick.tidymodels.org/reference/f_meas.html' target='_blank'><tt>f_meas_vec</tt></a>,yardstick
Facilities for loading and updating other packages,<a href='https://tidymodels.tidymodels.org/reference/tag_show.html' target='_blank'><tt>tag_show</tt></a>,tidymodels
Facilities for loading and updating other packages,<a href='https://tidymodels.tidymodels.org/reference/tag_show.html' target='_blank'><tt>tags</tt></a>,tidymodels
Facilities for loading and updating other packages,<a href='https://tidymodels.tidymodels.org/reference/tag_show.html' target='_blank'><tt>tag_attach</tt></a>,tidymodels
Facilities for loading and updating other packages,<a href='https://tidymodels.tidymodels.org/reference/tag_show.html' target='_blank'><tt>tag_update</tt></a>,tidymodels
Fashion a correlation data frame for printing.,<a href='https://corrr.tidymodels.org/reference/fashion.html' target='_blank'><tt>fashion</tt></a>,corrr
"Fat, water and protein content of meat samples",<a href='https://modeldata.tidymodels.org/reference/meats.html' target='_blank'><tt>meats</tt></a>,modeldata
Fatty acid composition of commercial oils,<a href='https://modeldata.tidymodels.org/reference/oils.html' target='_blank'><tt>oils</tt></a>,modeldata
Feature Hashing of Tokens,<a href='https://textrecipes.tidymodels.org//reference/step_texthash.html' target='_blank'><tt>step_texthash</tt></a>,textrecipes
Feature Hashing of Tokens,<a href='https://textrecipes.tidymodels.org//reference/step_texthash.html' target='_blank'><tt>tidy.step_texthash</tt></a>,textrecipes
Filter rows by position using dplyr,<a href='https://recipes.tidymodels.org//reference/step_slice.html' target='_blank'><tt>step_slice</tt></a>,recipes
Filter rows using dplyr,<a href='https://recipes.tidymodels.org//reference/step_filter.html' target='_blank'><tt>step_filter</tt></a>,recipes
Filter Tokens Based on Term Frequency,<a href='https://textrecipes.tidymodels.org//reference/step_tokenfilter.html' target='_blank'><tt>step_tokenfilter</tt></a>,textrecipes
Filter Tokens Based on Term Frequency,<a href='https://textrecipes.tidymodels.org//reference/step_tokenfilter.html' target='_blank'><tt>tidy.step_tokenfilter</tt></a>,textrecipes
Filtering of Stop Words for Tokens Variables,<a href='https://textrecipes.tidymodels.org//reference/step_stopwords.html' target='_blank'><tt>step_stopwords</tt></a>,textrecipes
Filtering of Stop Words for Tokens Variables,<a href='https://textrecipes.tidymodels.org//reference/step_stopwords.html' target='_blank'><tt>tidy.step_stopwords</tt></a>,textrecipes
Find Labels from rset Object,<a href='https://rsample.tidymodels.org/reference/labels.rset.html' target='_blank'><tt>labels.rset</tt></a>,rsample
