ResponseId,Q1002,qname,dollars,priority,priority_other
R_enx3uDXlVbeufIZ,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_enx3uDXlVbeufIZ,I have used tidymodels packages a few times,Q5_6,0,Model stacking ,NA
R_enx3uDXlVbeufIZ,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_enx3uDXlVbeufIZ,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_enx3uDXlVbeufIZ,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_enx3uDXlVbeufIZ,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_1E3ZYUQQeBr9Yli,I have used tidymodels packages a few times,Q5_1,30,Survival analysis,NA
R_1E3ZYUQQeBr9Yli,I have used tidymodels packages a few times,Q5_2,10,Support for sparse data structures,NA
R_1E3ZYUQQeBr9Yli,I have used tidymodels packages a few times,Q5_3,10,Adaptive resampling and better parallelization,NA
R_1E3ZYUQQeBr9Yli,I have used tidymodels packages a few times,Q5_4,10,"Model monitoring, updating, & organization",NA
R_1E3ZYUQQeBr9Yli,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_1E3ZYUQQeBr9Yli,I have used tidymodels packages a few times,Q5_6,30,Model stacking ,NA
R_1E3ZYUQQeBr9Yli,I have used tidymodels packages a few times,Q5_8,10,Post-processing in workflow(),NA
R_1E3ZYUQQeBr9Yli,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_1E3ZYUQQeBr9Yli,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_1E3ZYUQQeBr9Yli,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_1E3TQpCnx8owUJw,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_1E3TQpCnx8owUJw,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_1E3TQpCnx8owUJw,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_1E3TQpCnx8owUJw,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_1E3TQpCnx8owUJw,I have used tidymodels packages a few times,Q5_5,100,Translate prediction equations,NA
R_1E3TQpCnx8owUJw,I have used tidymodels packages a few times,Q5_6,0,Model stacking ,NA
R_1E3TQpCnx8owUJw,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_1E3TQpCnx8owUJw,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_1E3TQpCnx8owUJw,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_1E3TQpCnx8owUJw,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_3EgrGpeBMq7swLy,I have used tidymodels packages many times,Q5_1,30,Survival analysis,NA
R_3EgrGpeBMq7swLy,I have used tidymodels packages many times,Q5_2,0,Support for sparse data structures,NA
R_3EgrGpeBMq7swLy,I have used tidymodels packages many times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_3EgrGpeBMq7swLy,I have used tidymodels packages many times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_3EgrGpeBMq7swLy,I have used tidymodels packages many times,Q5_5,50,Translate prediction equations,NA
R_3EgrGpeBMq7swLy,I have used tidymodels packages many times,Q5_6,0,Model stacking ,NA
R_3EgrGpeBMq7swLy,I have used tidymodels packages many times,Q5_8,0,Post-processing in workflow(),NA
R_3EgrGpeBMq7swLy,I have used tidymodels packages many times,Q5_9,0,Ignore recipe steps,NA
R_3EgrGpeBMq7swLy,I have used tidymodels packages many times,Q5_10,20,H2O.ai support ,NA
R_3EgrGpeBMq7swLy,I have used tidymodels packages many times,Q5_12,0,Other,NA
R_2WT206UyBgjIzaL,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_2WT206UyBgjIzaL,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_2WT206UyBgjIzaL,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_2WT206UyBgjIzaL,I have used tidymodels packages a few times,Q5_4,10,"Model monitoring, updating, & organization",NA
R_2WT206UyBgjIzaL,I have used tidymodels packages a few times,Q5_5,70,Translate prediction equations,NA
R_2WT206UyBgjIzaL,I have used tidymodels packages a few times,Q5_6,20,Model stacking ,NA
R_2WT206UyBgjIzaL,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_2WT206UyBgjIzaL,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_2WT206UyBgjIzaL,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_2WT206UyBgjIzaL,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_1BXUtSCM8Mx27Pb,I have used tidymodels packages a few times,Q5_1,20,Survival analysis,NA
R_1BXUtSCM8Mx27Pb,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_1BXUtSCM8Mx27Pb,I have used tidymodels packages a few times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_1BXUtSCM8Mx27Pb,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_1BXUtSCM8Mx27Pb,I have used tidymodels packages a few times,Q5_5,20,Translate prediction equations,NA
R_1BXUtSCM8Mx27Pb,I have used tidymodels packages a few times,Q5_6,20,Model stacking ,NA
R_1BXUtSCM8Mx27Pb,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_1BXUtSCM8Mx27Pb,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_1BXUtSCM8Mx27Pb,I have used tidymodels packages a few times,Q5_10,20,H2O.ai support ,NA
R_1BXUtSCM8Mx27Pb,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_1mUjdqf9oPlE4xq,I have used tidymodels packages a few times,Q5_1,25,Survival analysis,NA
R_1mUjdqf9oPlE4xq,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_1mUjdqf9oPlE4xq,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_1mUjdqf9oPlE4xq,I have used tidymodels packages a few times,Q5_4,25,"Model monitoring, updating, & organization",NA
R_1mUjdqf9oPlE4xq,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_1mUjdqf9oPlE4xq,I have used tidymodels packages a few times,Q5_6,25,Model stacking ,NA
R_1mUjdqf9oPlE4xq,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_1mUjdqf9oPlE4xq,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_1mUjdqf9oPlE4xq,I have used tidymodels packages a few times,Q5_10,25,H2O.ai support ,NA
R_1mUjdqf9oPlE4xq,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_2PBbJ6u5EnMsoIZ,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_2PBbJ6u5EnMsoIZ,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_2PBbJ6u5EnMsoIZ,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_2PBbJ6u5EnMsoIZ,I have used tidymodels packages a few times,Q5_4,50,"Model monitoring, updating, & organization",NA
R_2PBbJ6u5EnMsoIZ,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_2PBbJ6u5EnMsoIZ,I have used tidymodels packages a few times,Q5_6,0,Model stacking ,NA
R_2PBbJ6u5EnMsoIZ,I have used tidymodels packages a few times,Q5_8,50,Post-processing in workflow(),NA
R_2PBbJ6u5EnMsoIZ,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_2PBbJ6u5EnMsoIZ,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_2PBbJ6u5EnMsoIZ,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_20VumXKAU3Ux4BW,I have used tidymodels packages a few times,Q5_1,10,Survival analysis,NA
R_20VumXKAU3Ux4BW,I have used tidymodels packages a few times,Q5_2,10,Support for sparse data structures,NA
R_20VumXKAU3Ux4BW,I have used tidymodels packages a few times,Q5_3,10,Adaptive resampling and better parallelization,NA
R_20VumXKAU3Ux4BW,I have used tidymodels packages a few times,Q5_4,20,"Model monitoring, updating, & organization",NA
R_20VumXKAU3Ux4BW,I have used tidymodels packages a few times,Q5_5,5,Translate prediction equations,NA
R_20VumXKAU3Ux4BW,I have used tidymodels packages a few times,Q5_6,10,Model stacking ,NA
R_20VumXKAU3Ux4BW,I have used tidymodels packages a few times,Q5_8,25,Post-processing in workflow(),NA
R_20VumXKAU3Ux4BW,I have used tidymodels packages a few times,Q5_9,10,Ignore recipe steps,NA
R_20VumXKAU3Ux4BW,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_20VumXKAU3Ux4BW,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_2YFlQQXShICohZf,I have used tidymodels packages many times,Q5_1,0,Survival analysis,NA
R_2YFlQQXShICohZf,I have used tidymodels packages many times,Q5_2,0,Support for sparse data structures,NA
R_2YFlQQXShICohZf,I have used tidymodels packages many times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_2YFlQQXShICohZf,I have used tidymodels packages many times,Q5_4,10,"Model monitoring, updating, & organization",NA
R_2YFlQQXShICohZf,I have used tidymodels packages many times,Q5_5,0,Translate prediction equations,NA
R_2YFlQQXShICohZf,I have used tidymodels packages many times,Q5_6,30,Model stacking ,NA
R_2YFlQQXShICohZf,I have used tidymodels packages many times,Q5_8,20,Post-processing in workflow(),NA
R_2YFlQQXShICohZf,I have used tidymodels packages many times,Q5_9,40,Ignore recipe steps,NA
R_2YFlQQXShICohZf,I have used tidymodels packages many times,Q5_10,0,H2O.ai support ,NA
R_2YFlQQXShICohZf,I have used tidymodels packages many times,Q5_12,0,Other,NA
R_1dM2O5ZfMKZ9Qiu,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_1dM2O5ZfMKZ9Qiu,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_1dM2O5ZfMKZ9Qiu,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_1dM2O5ZfMKZ9Qiu,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_1dM2O5ZfMKZ9Qiu,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_1dM2O5ZfMKZ9Qiu,I have used tidymodels packages a few times,Q5_6,100,Model stacking ,NA
R_1dM2O5ZfMKZ9Qiu,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_1dM2O5ZfMKZ9Qiu,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_1dM2O5ZfMKZ9Qiu,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_1dM2O5ZfMKZ9Qiu,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_DpnNcKHB9DuVMvT,I have used tidymodels packages a few times,Q5_1,40,Survival analysis,NA
R_DpnNcKHB9DuVMvT,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_DpnNcKHB9DuVMvT,I have used tidymodels packages a few times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_DpnNcKHB9DuVMvT,I have used tidymodels packages a few times,Q5_4,20,"Model monitoring, updating, & organization",NA
R_DpnNcKHB9DuVMvT,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_DpnNcKHB9DuVMvT,I have used tidymodels packages a few times,Q5_6,0,Model stacking ,NA
R_DpnNcKHB9DuVMvT,I have used tidymodels packages a few times,Q5_8,20,Post-processing in workflow(),NA
R_DpnNcKHB9DuVMvT,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_DpnNcKHB9DuVMvT,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_DpnNcKHB9DuVMvT,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_23VJU9xGTTf5m8u,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_23VJU9xGTTf5m8u,I have used tidymodels packages a few times,Q5_2,5,Support for sparse data structures,NA
R_23VJU9xGTTf5m8u,I have used tidymodels packages a few times,Q5_3,30,Adaptive resampling and better parallelization,NA
R_23VJU9xGTTf5m8u,I have used tidymodels packages a few times,Q5_4,25,"Model monitoring, updating, & organization",NA
R_23VJU9xGTTf5m8u,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_23VJU9xGTTf5m8u,I have used tidymodels packages a few times,Q5_6,25,Model stacking ,NA
R_23VJU9xGTTf5m8u,I have used tidymodels packages a few times,Q5_8,15,Post-processing in workflow(),NA
R_23VJU9xGTTf5m8u,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_23VJU9xGTTf5m8u,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_23VJU9xGTTf5m8u,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_3CHIGF0iBaPs8Gn,I have used tidymodels packages a few times,Q5_1,20,Survival analysis,NA
R_3CHIGF0iBaPs8Gn,I have used tidymodels packages a few times,Q5_2,20,Support for sparse data structures,NA
R_3CHIGF0iBaPs8Gn,I have used tidymodels packages a few times,Q5_3,50,Adaptive resampling and better parallelization,NA
R_3CHIGF0iBaPs8Gn,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_3CHIGF0iBaPs8Gn,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_3CHIGF0iBaPs8Gn,I have used tidymodels packages a few times,Q5_6,10,Model stacking ,NA
R_3CHIGF0iBaPs8Gn,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_3CHIGF0iBaPs8Gn,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_3CHIGF0iBaPs8Gn,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_3CHIGF0iBaPs8Gn,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_1eyKrSnH8Ux6gcq,I have used tidymodels packages a few times,Q5_1,20,Survival analysis,NA
R_1eyKrSnH8Ux6gcq,I have used tidymodels packages a few times,Q5_2,10,Support for sparse data structures,NA
R_1eyKrSnH8Ux6gcq,I have used tidymodels packages a few times,Q5_3,10,Adaptive resampling and better parallelization,NA
R_1eyKrSnH8Ux6gcq,I have used tidymodels packages a few times,Q5_4,10,"Model monitoring, updating, & organization",NA
R_1eyKrSnH8Ux6gcq,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_1eyKrSnH8Ux6gcq,I have used tidymodels packages a few times,Q5_6,30,Model stacking ,NA
R_1eyKrSnH8Ux6gcq,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_1eyKrSnH8Ux6gcq,I have used tidymodels packages a few times,Q5_9,10,Ignore recipe steps,NA
R_1eyKrSnH8Ux6gcq,I have used tidymodels packages a few times,Q5_10,10,H2O.ai support ,NA
R_1eyKrSnH8Ux6gcq,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_1FPW5PMZGrQ6D4k,I have used tidymodels packages a few times,Q5_1,10,Survival analysis,NA
R_1FPW5PMZGrQ6D4k,I have used tidymodels packages a few times,Q5_2,20,Support for sparse data structures,NA
R_1FPW5PMZGrQ6D4k,I have used tidymodels packages a few times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_1FPW5PMZGrQ6D4k,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_1FPW5PMZGrQ6D4k,I have used tidymodels packages a few times,Q5_5,10,Translate prediction equations,NA
R_1FPW5PMZGrQ6D4k,I have used tidymodels packages a few times,Q5_6,30,Model stacking ,NA
R_1FPW5PMZGrQ6D4k,I have used tidymodels packages a few times,Q5_8,10,Post-processing in workflow(),NA
R_1FPW5PMZGrQ6D4k,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_1FPW5PMZGrQ6D4k,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_1FPW5PMZGrQ6D4k,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_2OSGOJKXDL0ScrE,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_2OSGOJKXDL0ScrE,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_2OSGOJKXDL0ScrE,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_2OSGOJKXDL0ScrE,I have used tidymodels packages a few times,Q5_4,20,"Model monitoring, updating, & organization",NA
R_2OSGOJKXDL0ScrE,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_2OSGOJKXDL0ScrE,I have used tidymodels packages a few times,Q5_6,40,Model stacking ,NA
R_2OSGOJKXDL0ScrE,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_2OSGOJKXDL0ScrE,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_2OSGOJKXDL0ScrE,I have used tidymodels packages a few times,Q5_10,40,H2O.ai support ,NA
R_2OSGOJKXDL0ScrE,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_31FM5WDgr7CIjsy,I have used tidymodels packages a few times,Q5_1,10,Survival analysis,NA
R_31FM5WDgr7CIjsy,I have used tidymodels packages a few times,Q5_2,10,Support for sparse data structures,NA
R_31FM5WDgr7CIjsy,I have used tidymodels packages a few times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_31FM5WDgr7CIjsy,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_31FM5WDgr7CIjsy,I have used tidymodels packages a few times,Q5_5,10,Translate prediction equations,NA
R_31FM5WDgr7CIjsy,I have used tidymodels packages a few times,Q5_6,10,Model stacking ,NA
R_31FM5WDgr7CIjsy,I have used tidymodels packages a few times,Q5_8,5,Post-processing in workflow(),NA
R_31FM5WDgr7CIjsy,I have used tidymodels packages a few times,Q5_9,5,Ignore recipe steps,NA
R_31FM5WDgr7CIjsy,I have used tidymodels packages a few times,Q5_10,30,H2O.ai support ,NA
R_31FM5WDgr7CIjsy,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_3Q03DiNSfaIOkZm,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_3Q03DiNSfaIOkZm,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_3Q03DiNSfaIOkZm,I have used tidymodels packages a few times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_3Q03DiNSfaIOkZm,I have used tidymodels packages a few times,Q5_4,20,"Model monitoring, updating, & organization",NA
R_3Q03DiNSfaIOkZm,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_3Q03DiNSfaIOkZm,I have used tidymodels packages a few times,Q5_6,30,Model stacking ,NA
R_3Q03DiNSfaIOkZm,I have used tidymodels packages a few times,Q5_8,30,Post-processing in workflow(),NA
R_3Q03DiNSfaIOkZm,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_3Q03DiNSfaIOkZm,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_3Q03DiNSfaIOkZm,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_3Lh7jSl2jkyf71T,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_3Lh7jSl2jkyf71T,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_3Lh7jSl2jkyf71T,I have used tidymodels packages a few times,Q5_3,30,Adaptive resampling and better parallelization,NA
R_3Lh7jSl2jkyf71T,I have used tidymodels packages a few times,Q5_4,10,"Model monitoring, updating, & organization",NA
R_3Lh7jSl2jkyf71T,I have used tidymodels packages a few times,Q5_5,40,Translate prediction equations,NA
R_3Lh7jSl2jkyf71T,I have used tidymodels packages a few times,Q5_6,0,Model stacking ,NA
R_3Lh7jSl2jkyf71T,I have used tidymodels packages a few times,Q5_8,10,Post-processing in workflow(),NA
R_3Lh7jSl2jkyf71T,I have used tidymodels packages a few times,Q5_9,5,Ignore recipe steps,NA
R_3Lh7jSl2jkyf71T,I have used tidymodels packages a few times,Q5_10,5,H2O.ai support ,NA
R_3Lh7jSl2jkyf71T,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_1mCxRKuh1nYljTc,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_1mCxRKuh1nYljTc,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_1mCxRKuh1nYljTc,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_1mCxRKuh1nYljTc,I have used tidymodels packages a few times,Q5_4,20,"Model monitoring, updating, & organization",NA
R_1mCxRKuh1nYljTc,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_1mCxRKuh1nYljTc,I have used tidymodels packages a few times,Q5_6,20,Model stacking ,NA
R_1mCxRKuh1nYljTc,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_1mCxRKuh1nYljTc,I have used tidymodels packages a few times,Q5_9,20,Ignore recipe steps,NA
R_1mCxRKuh1nYljTc,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_1mCxRKuh1nYljTc,I have used tidymodels packages a few times,Q5_12,40,Other,"Spatial econometric models, preprocessing, and  sampling tools"
R_yUPAgOFyW4ekhgd,I have used tidymodels packages a few times,Q5_1,10,Survival analysis,NA
R_yUPAgOFyW4ekhgd,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_yUPAgOFyW4ekhgd,I have used tidymodels packages a few times,Q5_3,50,Adaptive resampling and better parallelization,NA
R_yUPAgOFyW4ekhgd,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_yUPAgOFyW4ekhgd,I have used tidymodels packages a few times,Q5_5,30,Translate prediction equations,NA
R_yUPAgOFyW4ekhgd,I have used tidymodels packages a few times,Q5_6,10,Model stacking ,NA
R_yUPAgOFyW4ekhgd,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_yUPAgOFyW4ekhgd,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_yUPAgOFyW4ekhgd,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_yUPAgOFyW4ekhgd,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_yszz0TvqB6A4Mp3,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_yszz0TvqB6A4Mp3,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_yszz0TvqB6A4Mp3,I have used tidymodels packages a few times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_yszz0TvqB6A4Mp3,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_yszz0TvqB6A4Mp3,I have used tidymodels packages a few times,Q5_5,20,Translate prediction equations,NA
R_yszz0TvqB6A4Mp3,I have used tidymodels packages a few times,Q5_6,10,Model stacking ,NA
R_yszz0TvqB6A4Mp3,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_yszz0TvqB6A4Mp3,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_yszz0TvqB6A4Mp3,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_yszz0TvqB6A4Mp3,I have used tidymodels packages a few times,Q5_12,50,Other,Implement XGBoost on Spark engine (XGBoost4J)
R_2zXSvIvOvt5M090,I have never used tidymodels,Q5_1,0,Survival analysis,NA
R_2zXSvIvOvt5M090,I have never used tidymodels,Q5_2,0,Support for sparse data structures,NA
R_2zXSvIvOvt5M090,I have never used tidymodels,Q5_3,10,Adaptive resampling and better parallelization,NA
R_2zXSvIvOvt5M090,I have never used tidymodels,Q5_4,40,"Model monitoring, updating, & organization",NA
R_2zXSvIvOvt5M090,I have never used tidymodels,Q5_5,0,Translate prediction equations,NA
R_2zXSvIvOvt5M090,I have never used tidymodels,Q5_6,30,Model stacking ,NA
R_2zXSvIvOvt5M090,I have never used tidymodels,Q5_8,20,Post-processing in workflow(),NA
R_2zXSvIvOvt5M090,I have never used tidymodels,Q5_9,0,Ignore recipe steps,NA
R_2zXSvIvOvt5M090,I have never used tidymodels,Q5_10,0,H2O.ai support ,NA
R_2zXSvIvOvt5M090,I have never used tidymodels,Q5_12,0,Other,NA
R_12MvNEX6JlEDD7y,I have used tidymodels packages a few times,Q5_1,5,Survival analysis,NA
R_12MvNEX6JlEDD7y,I have used tidymodels packages a few times,Q5_2,10,Support for sparse data structures,NA
R_12MvNEX6JlEDD7y,I have used tidymodels packages a few times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_12MvNEX6JlEDD7y,I have used tidymodels packages a few times,Q5_4,5,"Model monitoring, updating, & organization",NA
R_12MvNEX6JlEDD7y,I have used tidymodels packages a few times,Q5_5,50,Translate prediction equations,NA
R_12MvNEX6JlEDD7y,I have used tidymodels packages a few times,Q5_6,0,Model stacking ,NA
R_12MvNEX6JlEDD7y,I have used tidymodels packages a few times,Q5_8,5,Post-processing in workflow(),NA
R_12MvNEX6JlEDD7y,I have used tidymodels packages a few times,Q5_9,5,Ignore recipe steps,NA
R_12MvNEX6JlEDD7y,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_12MvNEX6JlEDD7y,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_2dWqRWRrNHu7kSK,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_2dWqRWRrNHu7kSK,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_2dWqRWRrNHu7kSK,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_2dWqRWRrNHu7kSK,I have used tidymodels packages a few times,Q5_4,10,"Model monitoring, updating, & organization",NA
R_2dWqRWRrNHu7kSK,I have used tidymodels packages a few times,Q5_5,30,Translate prediction equations,NA
R_2dWqRWRrNHu7kSK,I have used tidymodels packages a few times,Q5_6,0,Model stacking ,NA
R_2dWqRWRrNHu7kSK,I have used tidymodels packages a few times,Q5_8,10,Post-processing in workflow(),NA
R_2dWqRWRrNHu7kSK,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_2dWqRWRrNHu7kSK,I have used tidymodels packages a few times,Q5_10,30,H2O.ai support ,NA
R_2dWqRWRrNHu7kSK,I have used tidymodels packages a few times,Q5_12,20,Other,Integration with caret
R_BXHrGLMGuZElke5,I have contributed to tidymodels packages or taught others how to use them,Q5_1,0,Survival analysis,NA
R_BXHrGLMGuZElke5,I have contributed to tidymodels packages or taught others how to use them,Q5_2,0,Support for sparse data structures,NA
R_BXHrGLMGuZElke5,I have contributed to tidymodels packages or taught others how to use them,Q5_3,10,Adaptive resampling and better parallelization,NA
R_BXHrGLMGuZElke5,I have contributed to tidymodels packages or taught others how to use them,Q5_4,70,"Model monitoring, updating, & organization",NA
R_BXHrGLMGuZElke5,I have contributed to tidymodels packages or taught others how to use them,Q5_5,0,Translate prediction equations,NA
R_BXHrGLMGuZElke5,I have contributed to tidymodels packages or taught others how to use them,Q5_6,0,Model stacking ,NA
R_BXHrGLMGuZElke5,I have contributed to tidymodels packages or taught others how to use them,Q5_8,20,Post-processing in workflow(),NA
R_BXHrGLMGuZElke5,I have contributed to tidymodels packages or taught others how to use them,Q5_9,0,Ignore recipe steps,NA
R_BXHrGLMGuZElke5,I have contributed to tidymodels packages or taught others how to use them,Q5_10,0,H2O.ai support ,NA
